Code CATMINAT;Syntaxon
09/2.0.2.0.1.1.2/02;grpt à Melampyrum nemorosum et Vicia cracca subsp. incana Royer 2010 
09/2.0.2.0.1.1.3;
09/2.0.2.0.1.1.3/01;Vicio cassubicae - Agrimonietum eupatoriae Passarge 1967
09/2.0.2.0.1.1.3/02;grpt à Vicia dumetorum Rameau et Schmitt 1983
09/2.0.2.0.1.1.3/03;Clinopodio menthifolii - Brachypodietum sylvatici Royer & Rameau 1983
09/2.0.2.0.1.1.3/04;Valeriano officinalis subsp. tenuifoliae - Fragarietum vescae O. de Bolòs 1977
09/2.0.2.0.1.1.4;
09/2.0.2.0.1.1.4/01;Brachypodio sylvatici - Rubetum caesii Thévenin & Royer in Royer, Felzines, Misset & Thévenin 2006 
09/2.0.2.0.1.1.4/02;Rubo caesii - Origanetum vulgaris van Gils & Huits 1978
09/2.0.2.0.1.1.4/03;Lathyro sylvestris - Astragaletum glycyphyllos Julve 2003 ex Julve & Catteau in Royer in prep 
09/2.0.2.0.1.1.4/03;Lathyro sylvestris - Astragaletum glycyphyllos Julve 2003 prov. 
09/2.0.2.0.1.1.5;
09/2.0.2.0.1.1.5/01;Lathyro latifolii - Centaureetum jaceae subsp. nigrae var. nemoralis Rivas-Martínez, Diaz-Gonzalez, Fernandez-Prieto, Loidi-Arregui & Penas-Marinas 1984
09/2.0.2.0.1.1.5/02;Centaureo jaceae subsp. nigrae var. nemoralis - Origanetum vulgaris de Foucault, Frileux & Wattez in de Foucault & Frileux 1983
09/2.0.2.0.1.1.5/02;Vicio sativae subsp. nigrae - Galietum molluginis subsp. erecti Passarge 1975
09/2.0.2.0.1.1.5/03;Bunio bulbocastani - Brachypodietum pinnati Boullet & Wattez 1988
;Trifolio medii - Astragaletum ciceris Reichhoff in Hilbig, Knapp & Reichhoff 1982
;Campanulo patulae - Lathyretum pratensis Passarge 1975
;Origano vulgaris - Campanuletum rotundifoliae Billy 1997 prov. 
;Catanancho caeruleae - Knautietum arvensis subsp. arvensis var. integrifoliae Julve & Marchal in Julve 2001
;Melampyro cristati - Pulmonarietum longifoliae subsp. cevennensis Julve & Marchal in Julve 2001
;Trifolio medii - Lithospermetum officinalis Rivas-Martínez, Báscones, Diaz-Gonzalez, Fernández-González & Loidi-Arregui 1991
;Trifolio medii - Astragaletum hypoglottis subsp. hypoglottis G. Montserrat 1986
;Aquilegio vulgaris - Silenetum dioicae Robbe in Royer, Felzines, Misset & Thévenin 2006
;Agrostio capillaris - Agrimonietum procerae Dengler & Krebs 2003
09/2.0.2.0.1.2;Trifolio medii - Teucrienion scorodoniae Knapp 1976
09/2.0.2.0.1.2/01;Teucrio scorodoniae - Centaureetum jaceae subsp. nigrae var. nemoralis Müller 1962
09/2.0.2.0.1.2/02;Agrimonio repentis - Brachypodietum sylvatici Royer & Rameau 1983
09/2.0.2.0.1.2/03;Pulmonario longifoliae - Brachypodietum sylvatici Misset in Royer, Felzines, Misset & Thévenin 2006
09/2.0.2.0.1.2/04;Melittio melissophylli - Festucetum heterophyllae Misset, Royer & Thévenin in Royer, Felzines, Misset & Thévenin 2006
09/2.0.2.0.1.2/05;Violo rivinianae - Lathyretum nigri Schmitt & Rameau 1983 prov.
09/2.0.2.0.2;Knaution maximae Julve 1993
09/2.0.2.0.2;Knaution maximae Julve 1993 ex Dengler & Boch 2008
09/2.0.2.0.2;Knaution maximae Julve 1993 ex Bardat et al. 2004
09/2.0.2.0.2.1;Knautienion maximae Royer in prep
09/2.0.2.0.2.1/01;Knautietum maximae Oberdorfer 1971
09/2.0.2.0.2.1/02;Colchico autumnali - Brachypodietum rupestris Kienzle 1984
09/2.0.2.0.2.1/03;Veronico teucrii - Lathyretum heterophylli (Gobat) Royer in prep
09/2.0.2.0.2.1/04;Digitalo grandiflorae - Trifolietum medii Royer 2010
09/2.0.2.0.2.1/05;Vicietum sylvatico - dumetorum Müller 1961
09/2.0.2.0.2.1/05;Vicietum sylvaticae Oberdorfer & Müller in Müller 1961
09/2.0.2.0.2.1/05;Vicietum sylvatico - dumetorum Oberdorfer & Müller in Oberdorfer 1962
09/2.0.2.0.2.1/05;Stachyo officinalis - Vicietum sylvaticae Passarge (1967) 1980
09/2.0.2.0.2.1/05;Vicietum sylvaticae Oberdorfer & Müller ex Müller 1962
09/2.0.2.0.2.1/06;Calamintho menthifoliae - Knautietum maximae (Rameau & Schmitt 1983 ex Julve 1993) Royer in prep
09/2.0.2.0.2.1/06;Calamintho menthifoliae - Knautietum maximae (Rameau & Schmitt 1983) Julve 1993 prov. 
09/2.0.2.0.2.1/07;Chaerophyllo aurei - Knautietum maximae Vuillemenot 2009
09/2.0.2.0.2.1/08;Knautio dipsacifoliae - Brachypodietum sylvatici O. de Bolòs 1996
09/2.0.2.0.2.1/09;Lathyretum cirrhosi Vigo 1975
09/2.0.2.0.2.2;Laserpitio latifolii - Teucrienion scorodoniaae Royer in prep
09/2.0.2.0.2.2/01;Cirsio erisithales - Teucrietum scorodoniae (Billy 1997) Royer in prep
09/2.0.2.0.2.2/01;Cirsio erisithalis - Teucrietum scorodoniae Billy 1997 prov. 
09/2.0.2.0.2.2/02;Centaureo jaceae subsp. nigrae - Vicietum orobi (Billy 1997) Royer in prep
09/2.0.2.0.2.2/02;Centaureo jaceae subsp. nigrae - Vicietum orobi Billy 1997 prov. 
09/2.0.2.0.2.2/03;Trifolietum medio - aurei (Billy 1997) Royer in prep
09/2.0.2.0.2.2/03;Trifolietum medio - aurei Billy 1997 prov. 
09/2.0.2.0.2.2/03bis;Trifolietum medio - aurei (Billy 1997) Royer in prep, linarietosum repentis 
09/2.0.2.0.2.2/04;Laserpitio latifolii - Teucrietum scorodoniae Gillet 1986
09/2.0.2.0.2.2/04;Laserpitio latifolii - Teucrietum scorodoniae Gillet & Royer in Royer in prep
09/2.0.2.0.3;Tephrosero integrifoliae - Platantherion chloranthae Julve 2003 all. nov. hoc loco
09/2.0.2.0.3/01;Dactylorhizo fuchsii - Silaetum silai de Foucault 1986
09/2.0.2.0.3/02;Trifolio medii - Silaetum silai Braque 1983
09/2.0.2.0.3/02;Trifolio medii - Silaetum silai (Braque 1983) Royer in prep
09/2.0.2.0.3/03;Carici umbrosae - Brachypodietum pinnati Royer & Didier 1996
09/2.0.2.0.3/04;Calamagrostio variae - Molinietum caeruleae subsp. arundinaceae (Scherrer 1925) Royer 1987
09/2.0.2.0.3/05;Xanthoselino alsatici - Cervarietum rivini Billy 1997 prov.
09/2.0.2.0.3/06;Cervario rivini - Oreoselinetum nigri Billy in Royer in prep
09/2.0.2.0.3/06;Cervario rivini - Oreoselinetum nigri Billy 1997 prov.
09/2.0.2.0.3/07;Centaureo timbalii - Knautietum arvensis Braque & Loiseau 1994
09/2.0.2.0.3/09;Geranio sanguinei - Cervarietum rivini Kuhn 1937 ex Müller 1962
09/2.0.2.0.3/09;Geranio sanguinei - Cervarietum rivini (Kuhn 1937) Müller 1961
09/2.0.2.0.3/10;Securigero variae - Cervarietum rivini Braque 2001
09/2.0.2.0.3/11;Genisto scorpii - Cervarietum rivini Ullmann 1983
09/2.0.2.0.3/12;Inulo helenii - Caricetum tomentosae Royer & Didier 2002
09/2.0.2.0.3/12;Inulo helenii - Caricetum tomentosae Royer & Didier in Royer, Felzines, Misset & Thévenin 2006 
09/2.0.2.0.3/13;Tephroserido helenitis subsp. helenitis var. helenitis - Succisetum pratensis Wattez 1983 ex Boullet 1991
09/2.0.2.0.3/13;Tephroserido helenitis subsp. helenitis var. helenitis - Succisetum pratensis (Wattez 1983) Royer in prep
09/2.0.2.0.3/14;Pyrolo rotundifoliae - Caricetum flaccae Amat & de Foucault 1999
09/2.0.2.0.3/14;Pyrolo rotundifoliae - Caricetum flaccae de Foucault 2008
09/2.0.2.0.3/15;Silao silai - Senecionetum erucifolii Amat & de Foucault 1999
09/2.0.2.0.3/15;Silao silai - Senecionetum erucifolii de Foucault 2008
09/2.0.2.0.3/16;Lathyro pannonici subsp. asphodeloidis - Peucedanetum officinalis Joly, Fernandes & Braque 1996
09/2.0.2.0.3/17;Euphorbio flavicomae subsp. occidentalis - Silaetum silaei var. pyrenaici Lazare & Bioret 2006
09/2.0.2.0.3/18;grpt à Laserpitium latifolium et Molinia caerulea subsp. arundinacea Royer prov. in prep
09/2.0.2.0.4;Fragarion vescae Tüxen 1950 em. Gillet prov. in Julve 1993
09/2.0.2.0.4;Anemono nemorosae - Caricetea sylvaticae Gillet 1986
09/2.0.2.0.4;Fragarietalia vescae Gillet 1986 prov.
09/2.0.2.0.4/01;Hyperico hirsuti - Caricetum spicatae Julve 1993 prov. 
09/2.0.2.0.4/02;Campanulo persicifoliae - Melampyretum velebitici Billy 1997 prov. 
09/2.0.2.0.4/03;Campanulo trachelii - Brometum ramosi Julve 2004
09/2.0.2.0.4/04;Meconopsio cambricae - Crepidetum lampsanoidis Lazare 2005
09/2.0.2.0.4/05;grpt à Pulmonaria longifolia & Vincetoxicum hirundinaria collectif Phytosocio. CBNBL 2012
09/2.0.2.0.4/06;grpt à Helleborus foetidus et Fragaria vesca Gillet in Gallandat, Gillet, Havlicek & Perrenoud 1995
09/2.0.2.0.4/07;grpt à Crepis pyrenaica et Helleborus foetidus Gillet in Gallandat, Gillet, Havlicek & Perrenoud 1995
09/3.;Dactylido glomeratae subsp. hispanicae - Brachypodietea retusi Julve 1993
09/3.;Phlomidi lychnitidis - Brachypodietea retusi Roselló Gimeno 1994 
09/3.;Brachypodietea ramosi Braun-Blanquet ex A. & O. de Bolòs 1950
09/3.;Brachypodietea ramosi Braun-Blanquet 1947
09/3.;Brachypodietea ramosi Braun-Blanquet 1947 ex A. & O. de Bolòs 1950
09/3.0.1;Brachypodietalia retusi Julve 1993
09/3.0.1;Dactylido glomeratae subsp. hispanicae - Brachypodietalia retusi Biondi, Filigheddu & Farris 2001 
09/3.0.1;Phlomidi lychnitidis - Brachypodietalia retusi Roselló Gimeno 1994
09/3.0.1.0.1;Phlomido lychnitidi - Brachypodion retusi (Rivas-Martínez 1978) Mateo 1983
09/3.0.1.0.1;Asphodelo ramosi subsp. ramosi - Brachypodion retusi de Foucault 1993
09/3.0.1.0.1;Brachypodion retusi Braun-Blanquet 1925
09/3.0.1.0.1;Brachypodienion retusi O. de Bolòs 1981
09/3.0.1.0.1/01;Phlomido lychnitidi - Brachypodietum retusi Braun-Blanquet 1924
09/3.0.1.0.1/01;Phlomido lychnitidi - Brachypodietum retusi O. de Bolòs & Molinier 1958 
09/3.0.1.0.1/02;Paronychio capitatae - Brachypodietum retusi Julve 2009 ass. nov. hoc loco
09/3.0.1.0.1/02;Ruto angustifoliae - Brachypodietum retusi Braun-Blanquet & O. de Bolòs 1957
09/3.0.1.0.1/02;Ruto angustifoliae - Brachypodietum retusi O. de Bolòs & Molinier 1958 
09/3.0.1.0.1/03;Teucrio pseudochamaepityos - Brachypodietum retusi O. de Bolòs 1957
09/3.0.1.0.1/04;Convolvulo althaeoidis subsp. althaeoidis - Brachypodietum retusi Julve 2009 ass. nov. hoc loco
09/3.0.1.0.1/04;Trifolio scabri - Brachypodietum retusi A. de Bolòs, O. de Bolòs & Braun-Blanquet in O. de Bolòs 1956 
09/3.0.1.0.1/05;Tuberario lignosae - Brachypodietum retusi Aubert & Loisel 1971
09/3.0.1.0.1/06;Convolvuletum lanuginosi (Braun-Blanquet, Font Quer, G. Braun-Blanquet, Frey, Jansen & Moor 1935) de Bolòs 1967
09/3.0.1.0.1/06;Convolvuletum lanuginosi Braun-Blanquet in Braun-Blanquet, Roussine & Nègre 1952 prov. 
09/3.0.1.0.1/06;Stipo offneri - Convolvuletum lanuginosi O. de Bolòs 1956 
09/3.0.1.0.1/07;Euphorbio seguierianae - Stipetum capillatae de Foucault 1999 prov. 
09/3.0.1.0.1/07;Asphodeletum fistulosi René Molinier & Tallon 1950
09/3.0.1.0.1/08;Allietum chamaemoly René Molinier 1934
09/3.0.1.0.1/09;Dipcadio serotini - Allietum molyos Romo 1989
09/3.0.1.0.1/09;Dipcadio serotini - Allietum molyos Romo 1983
09/3.0.1.0.1/10;Croco corsici - Allietum chamaemoly Julve 2004 ass. nov. prov. hoc loco
09/3.0.1.0.1/11;Helianthemo hirti - Onobrychidetum capiti-galli Braun-Blanquet 1924
09/3.0.1.0.1/12;Salvio verbenacae - Plantaginetum albicantis O. de Bolòs & René Molinier 1958
09/3.0.1.0.1/13;Brachypodio retusi - Feruletum communis subsp. glaucae Sutter 1977
09/3.0.1.0.1/14;Hedysaro spinosissimi subsp. capitati - Astragaletum alopecuroidis Braun-Blanquet 1931
09/3.0.1.0.1/15;Dorycnio pentaphylli - Stipetum offneri Bacchetta, Brullo, Giusso del Galdo & Guarino 2005
09/3.0.1.0.2;Brachypodion phoenicoidis Braun-Blanquet 1931
09/3.0.1.0.2;Brachypodietalia phoenicoidis Braun-Blanquet 1931
09/3.0.1.0.2;Brachypodietalia phoenicoidis Braun-Blanquet 1931 ex René Molinier 1934
09/3.0.1.0.2;Brachypodion phoenicoidis Braun-Blanquet 1931 ex René Molinier 1934
09/3.0.1.0.2;Brachypodio phoenicoidis - Brometalia erecti Barbero & Loisel 1971
09/3.0.1.0.2/01;Astragalo monspessulani - Convolvuletum lineati de Foucault 1999 prov. 
09/3.0.1.0.2/01;Convolvulo lineati - Ononidetum pubescentis Braun-Blanquet 1931
09/3.0.1.0.2/02;Aetheorizo bulbosae - Poetum bulbosae de Foucault 1999 prov. 
09/3.0.1.0.2/02;Limonietum echioidis Tallon 1930
09/3.0.1.0.2/03;Dactylido glomeratae subsp. hispanicae - Petrorhagietum saxifragae de Foucault 1999 prov. 
09/3.0.1.0.2/03;Trifolio scabri - Hypochaeridetum achyrophori Lapraz 1984
09/3.0.1.0.2/05;Brachypodietum phoenicoidis Braun-Blanquet 1924
09/3.0.1.0.2/06;Triseto flavescentis - Brachypodietum phoenicoidis (A. & O. de Bolòs 1950) O. de Bolòs 1956
09/3.0.1.0.2/07;Bituminario bituminosae - Brachypodietum rupestris O. de Bolòs 1970
09/3.0.1.0.2/07;Diantho balbisii - Brachypodietum rupestris Loisel 1976
09/3.0.1.0.2/08;Dittrichio viscosae - Piptatheretum miliacei (A. & O. de Bolòs 1950) O. de Bolòs 1957
09/3.0.1.0.2/09;Brachypodio retusi - Stipetum mediterraneae O. de Bolòs 1954
09/3.0.1.0.2/10;Elytrigio campestris - Brachypodietum phoenicoidis Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001
09/3.0.1.0.2/11;Festuco arundinaceae - Brachypodietum phoenicoidis Martínez-Parras & Peinado 1983
09/3.0.1.0.2/12;Phlomido lychnitidis - Brachypodietum phoenicoidis Braun-Blanquet, Pinto da Silva & Rozeira 1956
09/3.0.1.0.3;Leontodono tuberosi - Bellidion sylvestris Biondi, Filigheddu & Farris 2001 
09/3.0.1.0.3/01;Prospero autumnali - Bellidetum sylvestris Biondi, Filigheddu & Farris 2001
09/3.0.1.0.3/02;Prospero obtusifoli - Bellidetum sylvestris Biondi, Filigheddu & Farris 2001
09/3.0.2;Helichrysetalia italici Biondi & Géhu in Géhu & Biondi 1994
09/3.0.2.0.1;Dactylido glomeratae subsp. hispanicae - Helichrysion stoechadis Géhu & Biondi in Géhu 1994
09/3.0.2.0.1/01;Helichryso stoechadis - Brassicetum oleraceae Lahondère 1986
09/3.0.2.0.1/02;Dactylido glomeratae subsp. hispanicae - Helichrysetum stoechadis Géhu, Franck & Scoppola 1984
09/3.0.2.0.1/03;Leucanthemo ircutianae subsp. crassifoli - Helichrysetum stoechadis (Allorge & Jovet 1941) Géhu & Géhu-Franck 1980
09/3.0.2.0.1/04;Plantagini subulatae - Dianthetum pyrenaici subsp. catalaunici Géhu, Géhu-Franck & Burgi 1988
09/3.0.2.0.1/05;Thymelaeo hirsutae - Plantaginetum subulatae Rioux, Roux & Pignatti 1955
09/3.0.2.0.1/06;Armerio arenariae subsp. praecocis - Helichrysetum staechadis René Molinier 1954
09/3.0.2.0.1/07;Astragalo massiliensis - Plantaginetum subulatae René Molinier 1934
09/3.0.2.0.1/08;Anthyllido barba-jovis - Thymelaeetum hirsutae René Molinier 1954
09/3.0.2.0.2;Euphorbion pithyusae Biondi & Géhu in Géhu & Biondi 1994
09/3.0.2.0.2/01;Helichryso italici subsp. microphylli - Astragaletum terraccianoi Géhu, Biondi, Géhu-Franck & Taffetani 1987 corr. Paradis & Ordioni 2001
09/3.0.2.0.2/02;Helichryso italici subsp. microphylli - Asteriscetum maritimi Géhu & Biondi 1994
09/3.0.2.0.2/02;Asterisco maritimi - Helichrysetum italici subsp. microphylli Gamisans 1990 apud 1991
09/3.0.2.0.2/03;Diantho sylvestris subsp. longicaulis - Thymelaeetum tartonrairae Géhu & Biondi 1994
09/3.0.2.0.2/04;Diantho sylvestris subsp. longicaulis - Seselietum praecocis Géhu & Biondi 1994
09/3.0.2.0.2/05;Thymelaeo hirsutae - Helichrysetum italici subsp. italici Roger Molinier 1959
09/3.0.2.0.2/06;Euphorbio pithyusae - Helichrysetum italici subsp. microphylli Biondi 1992
09/3.0.2.0.2/07;Euphorbio pithyusae - Helichrysetum italici subsp. italici Paradis & Piazza 1998
09/4.;Lygeo sparti - Macrochloetea tenacissimae Rivas-Martínez 1978
09/4.0.1;Lygeo sparti - Macrochloetalia tenacissimae Braun-Blanquet & de Bolòs 1958 em. Rivas-Martínez 1978
09/4.0.1;Hyparrhenietalia hirtae Rivas-Martínez 1978
09/4.0.1.0.1;Hyparrhenion hirtae Braun-Blanquet, Pinto da Silva & Rozeira 1956
09/4.0.1.0.1;Aristido caerulescentis - Hyparrhenion hirtae Brullo, Scelsi & Spampinato 1997
09/4.0.1.0.1;Dauco criniti - Hyparrhenion hirtae O. de Bolòs 1962 
09/4.0.1.0.1;Micromerio graecae - Hyparrhenion hirtae O. de Bolòs 1962
09/4.0.1.0.1/01;Hyparrhenietum hirto - sinaicae A. & O. de Bolòs & Braun-Blanquet in A & O. de Bolòs 1950
09/4.0.1.0.1/01;Trifolio angustifolii - Hyparrhenietum sinaicae Loisel 1970
09/4.0.1.0.1/02;Phagnalo saxatilis - Andropogonetum distachyos Roger Molinier 1954
09/4.0.1.0.1/03;Hedysaro spinosissimi - Phagnaletum rupestris Zevaco 1967
09/4.0.1.0.1/04;Heteropogono contorti - Hyparrhenietum hirtae Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001
10/1.;Nardetea strictae Rivas Goday & Borja-Carbonell 1961 em. de Foucault 1994
10/1.;Nardenea strictae Rivas Goday & Borja Carbonell 1961
10/1.;Nardetea strictae Oberdorfer 1949
10/1.;Nardetea strictae Rivas Goday in Rivas Goday & Rivas-Martínez 1963
10/1.0.1;Nardetalia strictae Oberdorfer 1949 em. de Foucault 1994
10/1.0.1;Nardetalia strictae Oberdorfer 1949 ex Preising 1949
10/1.0.1.0.1;Agrostion curtisii de Foucault 1986
10/1.0.1.0.1;Avenulo lodunensis subsp. lodunensis - Nardion strictae Stieperaere 1990 prov. 
10/1.0.1.0.1/01;Carici piluliferae - Pseudarrhenatheretum longifolii (Allorge 1941) de Foucault 1986
10/1.0.1.0.1/02;Simethidi planifoliae - Pseudarrhenatheretum longifolii de Foucault 1986
10/1.0.1.0.1/03;Agrostio curtisi - Avenuletum lodunensis de Foucault (1986) 1993
10/1.0.1.0.1/04;Agrostietum capillari - curtisii (Wattez & Godeau 1986) de Foucault 1993
10/1.0.1.0.1/05;Carici binervi - Agrostietum curtisii de Foucault & Géhu in Clément 1981
10/1.0.1.0.1/06;Gladiolo gallaecici - Agrostietum curtisii de Foucault 1993
10/1.0.1.0.2;Danthonio decumbentis - Serapiadion linguae de Foucault 1994
10/1.0.1.0.2/01;Orchido morionis - Serapiadetum linguae de Foucault 1986
10/1.0.1.0.2/02;Platanthero bifoliae - Serapiadetum linguae de Foucault, Frileux & Delpech 1993
10/1.0.1.0.2/03;Scorzonero humilis - Serapiadetum linguae Billy 2000 prov.
10/1.0.1.0.2/04;Jasiono laevis - Danthonietum decumbentis Loidi 1983
10/1.0.1.0.3;Galio saxatilis - Festucion filiformis (Stieperaere 1990) de Foucault 1994
10/1.0.1.0.3;Nardo strictae - Galion saxatilis Preising 1949 
10/1.0.1.0.3/01;Galio saxatilis - Festucetum filiformis Rasch 1963 ex Stieperaere 1969
10/1.0.1.0.3/01;Galio saxatilis - Festucetum rubrae auct.
10/1.0.1.0.3/01;Galio saxatilis - Festucetum filiformis Rasch 1963
10/1.0.1.0.3/01;Polygalo serpyllifoliae - Nardetum strictae Sougnez 1977
10/1.0.1.0.3/01;Galio saxatilis - Festucetum rubrae Oberdorfer 1957
10/1.0.1.0.3/02;Potentillo erectae - Centaurietum scilloidis (Lemée 1938) de Foucault 1995
10/1.0.1.0.4;Violion caninae Schwickerath (1941) 1944
10/1.0.1.0.4/02;Arnicetum montanae subsp. montanae Schwickerath 1944
10/1.0.1.0.4/03;Avenulo pratensis - Genistetum sagittalis Oberdorfer 1957
10/1.0.1.0.4/04;Festuco rubrae - Genistetum sagittalis Issler 1927
10/1.0.1.0.4/05;Polygalo vulgaris - Nardetum strictae Oberdorfer 1957
10/1.0.1.0.4/06;Hyperico maculati - Polygaletum vulgaris Preising 1950
10/1.0.1.0.4/06;Hyperico maculati - Polygaletum vulgaris Preising 1953
10/1.0.1.0.4/07;Thymo pulegioidis - Festucetum rubrae Oberdorfer & Görs in Görs 1968
10/1.0.1.0.4/08;Lathyro montani - Nardetum strictae Sougnez 1977
10/1.0.1.0.4/09;Polygalo vulgaris - Thymetum pulegioidis Labadille & de Foucault 1997
10/1.0.1.0.4/10;Polygalo vulgaris - Caricetum caryophylleae Misset 2002
10/1.0.1.0.4/11;Arnicetum montanae subsp. atlanticae Bellot 1968
10/1.0.1.0.4/12;Polygalo vulgaris - Alchemilletum xanthochlorae Misset 2005
10/1.0.1.0.4/13;Stachyo officinalis - Brachypodietum pinnati Willems & Blanckenboorg 1975 ex Schaminée in Schaminée, Stortelder & Weeda 1996
10/1.0.1.0.4/13;Brachypodio pinnati - Danthonietum decumbentis Willems & Blanckenboorg 1975
10/1.0.1.0.5;Carici arenariae - Festucion filiformis de Foucault 1994
10/1.0.1.0.5/01;Carici arenariae - Luzuletum campestris (Géhu & Franck 1982) de Foucault 1986
10/1.0.1.0.5/01;Carici arenariae - Luzuletum campestris (Géhu & Franck 1982) de Foucault 1986 ex 2008
10/1.0.1.0.5/01;Carici arenariae - Saxifragetum granulatae de Foucault 1986
10/1.0.1.0.5/02;Botrychio lunariae - Polygaletum vulgaris Preising 1950
10/1.0.1.0.6;Juncion squarrosi Oberdorfer 1957 em. 1978
10/1.0.1.0.6;Nardo strictae - Juncion squarrosi (Oberdorfer 1957) Passarge 1964
10/1.0.1.0.6/01;Nardo strictae - Juncetum squarrosi (Nordhagen 1922) Büker 1942
10/1.0.1.0.6/02;Gentiano pneumonanthes - Nardetum strictae Preising 1950
10/1.0.1.0.6/03;Caro verticillati - Juncetum squarrosi de Foucault 1984
10/1.0.1.0.6/03;Caro verticillati - Juncetum squarrosi de Foucault 1984 ex de Foucault & Philippe in Royer, Felzines, Misset & Thévenin 2006
10/1.0.1.0.6/04;Nardo strictae - Caricetum binervis (Pethybridge & Praeger 1905) Braun-Blanquet & Tüxen 1952
10/1.0.1.0.6/05;Polygalo vulgaris - Caricetum paniceae Misset 2002
10/1.0.1.0.6/06;Epikero pyrenaei - Juncetum squarrosi (Thébaud 1988) Julve 2003 ass. nov. hoc loco
10/1.0.1.0.6/07;Carici trinervis - Nardetum strictae de Foucault, Géhu & Wattez 1978
10/1.0.1.0.6/08;Serratulo tinctoriae subsp. seoanei - Nardetum strictae Tüxen in Tüxen & Oberdorfer 1958
10/1.0.2;Trifolio alpini - Meetalia athamantici de Foucault 1994
10/1.0.2;Festucetalia paniculatae subsp. spadiceae Barbero 1970
10/1.0.2;Nardion strictae Braun-Blanquet in Braun-Blanquet & Jenny 1926
10/1.0.2;Nardo strictae - Calamagrostietea villosae Jenik, Bures & Buresova 1980
10/1.0.2;Nardo strictae - Trifolion alpini Preising 1949
10/1.0.2.0.1;Galio saxatilis - Potentillion aureae de Foucault 1994
10/1.0.2.0.1/01;Violo luteae subsp. luteae - Nardetum strictae (Issler 1927) Oberdorfer 1957
10/1.0.2.0.1/01;Nardo strictae - Vaccinietum uliginosi Issler 1927 prov. 
10/1.0.2.0.1/01;Violo luteae subsp. luteae - Nardetum strictae (Issler 1927) Carbiener 1966
10/1.0.2.0.1/02;Leontodonto pyrenaici subsp. helvetici - Nardetum strictae J. & M. Bartsch 1940
10/1.0.2.0.1/03;Diantho sylvatici - Leontodontetum pyrenaici subsp. helvetici (de Lachapelle in Cusset & de Lachapelle 1962) Billy 2000
10/1.0.2.0.1/03;Nardo strictae - Festucetum rubrae de Lachapelle in Cusset & de Lachapelle 1962
10/1.0.2.0.1/03;Nardo strictae - Leontodontetum pyrenaici subsp. helvetici de Lachapelle in Cusset & de Lachapelle 1962, typicum
10/1.0.2.0.1/05;Carici piluliferae - Nardetum strictae Michalet & Philippe 1996
10/1.0.2.0.1/04;Meo athamantici - Centaureetum nigrae (Schwickerath 1944) de Foucault 1994
10/1.0.2.0.1/05;Carici piluliferae - Nardetum strictae Gallandat, Gillet, Havlicek & Perrenoud 1995
10/1.0.2.0.2;Nardo strictae - Agrostion capillaris subsp. capillaris Sillinger 1933
10/1.0.2.0.2/01;Daphno cneori - Nardetum strictae Ritter 1969
10/1.0.2.0.2/02;Geo montani - Meetum athamantici Ritter 1969
10/1.0.2.0.2/04;Deschampsio flexuosae - Gentianetum luteae de Lachapelle in Cusset & de Lachapelle 1962
10/1.0.2.0.2/04;Gentiano luteae - Centaureetum nigrae Billy 2000 prov.
10/1.0.2.0.2/05;Brizo mediae - Agrostietum capillaris Thébaud 1988
10/1.0.2.0.2/06;Trollio europaei - Deschampsietum flexuosae Michalet & Philippe 1996
10/1.0.2.0.2/07;Diantho sylvatici - Meetum athamantici (Luquet 1926) de Foucault 1986
10/1.0.2.0.3;Campanulo barbatae - Potentillion aureae de Foucault 1994
10/1.0.2.0.3/01;Avenulo versicoloris - Nardetum strictae Oberdorfer (1950) 1957
10/1.0.2.0.3/02;Plantagini alpinae - Nardetum strictae Luquet 1926
10/1.0.2.0.3/02;Nardo strictae - Plantaginetum alpinae Braun-Blanquet 1926
10/1.0.2.0.3/02;Euphrasio minimae - Nardetum strictae Michalet & Philippe 1996
10/1.0.2.0.3/02;Leucanthemo delarbrei - Leontodontetum pyrenaici subsp. helvetici (de Lachapelle in Cusset & de Lachapelle 1962) de Foucault 1994 prov. 
10/1.0.2.0.3/02;Nardo strictae - Leontodontetum pyrenaici subsp. helvetici de Lachapelle in Cusset & de Lachapelle 1962, leucanthemetosum delarbrei
10/1.0.2.0.3/03;Potentillo aureae - Nardetum strictae Braun-Blanquet 1949 em. Rivas-Martínez & Géhu 1978
10/1.0.2.0.3/03;Nardetum strictae Braun-Blanquet 1949
10/1.0.2.0.3/04;Leontodonto pyrenaici subsp. helvetici - Alchemilletum alpinae Lacoste 1972 ex 1975
10/1.0.2.0.3/05;Ranunculo pyrenaei - Alopecuretum gerardii (Lippmaa 1933) Guinochet 1938
10/1.0.2.0.3/06;Trifolio alpini - Nardetum strictae Thébaud 1988
10/1.0.2.0.3/07;Nigritello cornelianae - Nardetum strictae Barbero 1970
10/1.0.2.0.4;Galio pumili - Hieracion lactucellae coll. (de Foucault 1994) Julve 2003 all. nov. hoc loco
10/1.0.2.0.4/01;Epikero pyrenaei - Nardetum strictae Braun-Blanquet 1948
10/1.0.2.0.4/01;Trifolio alpini - Epikeretum pyrenaei Nègre 1969
10/1.0.2.0.4/02;Alchemillo flabellatae - Nardetum strictae Gruber 1975
