Code CATMINAT;Syntaxon
10/1.0.2.0.4/03;Botrychio lunariae - Nardetum strictae Peeters & Vanden Berghen 1981
10/1.0.2.0.4/04;Trifolio alpini - Alopecuretum gerardii Braun-Blanquet 1948
10/1.0.2.0.4/06;Endressio pyrenaicae - Nardetum stricate Vigo 1972
10/1.0.2.0.4/07;Festuco nigrescentis subsp. microphyllae - Bellardiochloetum variegatae Vigo 1984
10/1.0.2.0.4/08;Festuco nigrescentis subsp. microphyllae - Nardetum strictae Tüxen in Tüxen & Oberdorfer 1958
10/1.0.2.0.4/08;Nardo strictae - Polygaletum serpyllifoliae Nègre 1969
10/1.0.2.0.4/09;Anemono narcissifoliae - Trifolietum alpini Carreras, Carrillo, Masalles, Ninot & Vigo 1993
10/1.0.2.0.5;Carici macrostylae - Nardion strictae (Rivas-Martínez, Diaz-Gonzalez, Fernandez-Prieto, Loidi-Arregui, Penas-Marinas 1984) de Foucault 1994
10/1.0.2.0.5;Carici macrostylae - Nardenion strictae Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984
10/1.0.2.0.5/01;Festuco cagiriensis - Nardetum strictae Tüxen & Oberdorfer 1958
10/1.0.2.0.5/02;Trifolio thalii - Nardetum strictae Rivas-Martínez, Báscones, Diáz, Fernández-González & Loidi 1991
10/1.0.2.0.6;Festucion variae Braun-Blanquet 1925
10/1.0.2.0.6/01;Festuco scabriculmis - Potentilletum valderiae Guinochet 1938
10/1.0.2.0.6/02;Festucetum halleri subsp. yvesii Braun-Blanquet 1926
10/1.0.2.0.6/03;Festucetum variae Braun-Blanquet 1918
10/1.0.2.0.6/03;Festucetum variae Brockmann-Jerosch 1907
10/1.0.2.0.6/04;Festucetum intercedentis E. & S. Pignatti 1995
10/1.0.2.0.6/05;Anthoxantho odorati - Veronicetum allionii Lavagne, Archiloque, Borel, Devaux, Moutte & Cadel 1983
10/1.0.2.0.6/06;Phyteumo michelii - Bellardiochloetum variegatae Barbero 1972
10/1.0.2.0.6/07;Trifolio alpini - Bellardiochloetum variegatae Dalmas 1972
10/1.0.2.0.6/07;Bellardiochloetum variegatae Reynier 1988
10/1.0.2.0.7;Festucion paniculatae subsp. spadiceae Nègre 1969
10/1.0.2.0.7;Festucion paniculatae subsp. spadiceae Braun-Blanquet 1972
10/1.0.2.0.7;Bromo - Festucenion paniculatae subsp. spadiceae Carreras & Vigo 1988 
10/1.0.2.0.7/01;Leucanthemo vulgaris var. laciniosi - Festucetum paniculatae Braun-Blanquet 1926
10/1.0.2.0.7/02;Potentillo grandiflorae - Festucetum paniculatae subsp. paniculatae (Braun-Blanquet 1954) Nègre & Geslot 1976
10/1.0.2.0.7/03;Lathyro lutei - Crepidetum pyrenaicae Braun-Blanquet 1972
10/1.0.2.0.7/04;Asphodelo albi - Festucetum paniculatae subsp. spadiceae Turmel 1955
10/1.0.2.0.7/05;Hypochaerido uniflorae - Festucetum paniculatae subsp. spadiceae Barbero 1972
10/1.0.2.0.7/05;Hypochaerido uniflorae - Festucetum paniculatae subsp. spadiceae Hartl in Theurillat 1989
10/1.0.2.0.7/05;Centaureo uniflorae - Festucetum paniculatae subsp. spadiceae Guinochet 1938
10/1.0.2.0.7/05;Festucetum paniculatae subsp. spadiceae Lacoste 1970
10/1.0.2.0.7/07;Leucanthemo delarbrei - Festucetum paniculatae subsp. spadiceae Braun-Blanquet 1926
10/1.0.2.0.7/07;Arnico montanae - Festucetum paniculatae Michalet & Philippe 1994
10/1.0.2.0.7/07;Vicio orobi - Festucetum paniculatae Michalet & Philippe 1994
10/1.0.2.0.7/10;Scorzonero - Festucetum paniculatae subsp. spadiceae Nègre, Dendaletche & Villar 1975
10/1.0.2.0.7/11;Scillo vernae - Festucetum paniculatae subsp. spadiceae Braun-Blanquet 1948
10/1.0.2.0.7/11;Irido xiphioidis - Festucetum paniculatae subsp. spadiceae Nègre 1969
10/1.0.2.0.7/12;Helictotricho parlatorei - Festucetum paniculatae subsp. spadiceae Barbero 1972
10/1.0.2.0.7/13;Lathyro pannonici subsp. longestipulati - Seslerietum caeruleae Romo 1989
10/1.0.2.0.7/14;Teucrio pyrenaici - Festucetum paniculatae subsp. spadiceae Carreras & Vigo 1988
10/1.0.2.0.7/14;Asphodelo albi - Festucetum paniculatae subsp. spadiceae Carreras 1985 prov.
10/1.0.2.0.7/15;Hieracio x hypeuryi - Festucetum paniculatae subsp. spadiceae Braun-Blanquet 1948
10/1.0.2.0.7/15;Hieracio x hypeuryi - Festucetum paniculatae subsp. spadiceae Braun-Blanquet 1948 corr. Rivas-Martínez 1974
10/1.0.2.0.8;Festucion eskiae subsp. eskiae var. orientalis Braun-Blanquet 1948
10/1.0.2.0.8/01;Festuco eskiae - Luzuletum spadiceae Nègre & Serve 1979
10/1.0.2.0.8/02;Campanulo lanceolatae - Festucetum eskiae Braun-Blanquet 1948
10/1.0.2.0.8/02;Campanulo lanceolatae - Festucetum eskiae Braun-Blanquet 1948 em. Rivas-Martínez 1974
10/1.0.2.0.8/02;Festuco eskiae - Campanuletum ficarioidis Nègre & Serve 1979 
10/1.0.2.0.8/02;Festuco eskiae - Iberidetum sempervirentis Nègre & Serve 1979
10/1.0.2.0.8/03;Epikero pyrenaei - Festucetum eskiae subsp. eskiae var. orientalis Nègre 1968
10/1.0.2.0.8/03;Ranunculo pyrenaei - Festucetum eskiae subsp. eskiae var. orientalis Nègre 1969
10/1.0.2.0.8/03;Ranunculo pyrenaei - Festucetum eskiae subsp. eskiae var. orientalis Nègre 1974
10/1.0.2.0.8/03;Galeopsido pyrenaicae - Festucetum eskiae subsp. eskiae var. orientalis Nègre 1974
10/1.0.2.0.8/03;Androsaco carneae subsp. laggeri - Festucetum eskiae Gruber 1975
10/1.0.2.0.8/03;Carici sempervirentis subsp. pseudotristis - Festucetum eskiae Rivas-Martínez 1974
10/1.0.2.0.8/03;Galio caespitosi - Festucetum eskiae Nègre 1974
10/1.0.2.0.8/03;Trifolio alpini - Festucetum eskiae subsp. eskiae Nègre 1974 
10/1.0.3;Saginetalia piliferae Gamisans 1975 ex 1977
10/1.0.3.0.1;Caricion caryophylleae var. insularis Gamisans 1975 ex 1977
10/1.0.3.0.1/01;Sagino piliferae - Caricetum caryophylleae subsp. insularis Gamisans 1975 ex 1977
10/1.0.3.0.1/02;Ophioglosso azorici - Nardetum strictae Gamisans 1975 ex 1977
10/1.0.3.0.1/03;Anthoxantho odorati - Brachypodietum rupestris Gamisans 1989
10/1.0.3.0.2;Sesamoido pygmaeae - Bellardiochloion variegatae Gamisans 1975 ex 1977
10/1.0.3.0.2/01;Acino corsici - Leucanthemopsidetum alpinae subsp. tomentosae de Litardière & Malcuit 1926 em. Gamisans 1975 ex 1977
10/1.0.3.0.2/02;Paronychio polygonifolii - Armerietum multicipitis Gamisans 1975 ex 1977
10/1.0.3.0.3;Sedo alpestris - Phleion parviceptis Gamisans 1975 ex 1977
10/1.0.3.0.3/01;Geo montani - Phleetum brachystachyi Gamisans 1968
10/1.0.3.0.3/02;Huperzio selaginis - Caricetum ornithopodae Gamisans 1975 ex 1977
10/1.0.3.0.3/03;Polygono alpini - Luzuletum sieberi Gamisans 1975 ex 1977
10/2.;Melampyro pratensis - Holcetea mollis Passarge 1979
10/2.;Melampyro pratensis - Holcetea mollis Passarge 1979 ex Klauck 1992
10/2.;Melampyro pratensis - Holcetea mollis Passarge 1994
10/2.;Holco lanati - Stellarietea holosteae Géhu 1999
10/2.;Melampyro pratensis - Holcenea mollis Pott 1995
10/2.0.1;Melampyro pratensis - Holcetalia mollis Passarge 1967
10/2.0.1;Melampyro pratensis - Holcetalia mollis Passarge 1979
10/2.0.1;Teucrion scorodoniae de Foucault, Rameau & Royer 1983
10/2.0.1;Potentillo erectae - Holcion mollis Passarge 1967
10/2.0.1;Potentillo erectae - Holcenion mollis Royer, Felzines, Misset & Thévenin 2006
10/2.0.1/01;BC Holcus mollis [Melampyro pratensis - Holcetalia mollis]
10/2.0.1/01;Agrostio capillaris - Holcetum mollis Schuhwerk in Oberdorfer 1978
10/2.0.1/01;Holco mollis - Teucrietum scorodoniae (Philippi 1971) Passarge 1979
10/2.0.1/01;Teucrietum scorodoniae Jouanne 1929
10/2.0.1.0.1;Blechnion spicantis Catteau 2012 in prep.
10/2.0.1.0.1;Holco mollis - Athyrienion filicis-feminae Royer, Felzines, Misset & Thévenin 2006
10/2.0.1.0.1/01;Lysimachio vulgaris - Holcetum mollis (Dierschke & Tüxen 1975) Passarge 1979
10/2.0.1.0.1/02;Equiseto sylvatici - Luzuletum sylvaticae Passarge 1979 prov. 
10/2.0.1.0.1/03;Equiseto sylvatici - Blechnetum spicantis Passarge 1979 prov. 
10/2.0.1.0.1/04;Equiseto sylvatici - Holcetum mollis Passarge 1979 prov. 
10/2.0.1.0.1/05;Hyperico maculati - Holcetum mollis Passarge 1979 prov. 
10/2.0.1.0.1/06;Blechno spicantis - Oreopteridetum limbospermae Robbe in Royer, Felzines, Misset & Thévenin 2006
10/2.0.1.0.1/07;Ranunculo tuberosi - Deschampsietum cespitosae Julve 2006 ass. nov. hoc loco
10/2.0.1.0.1/08;Blechno spicantis - Osmundetum regalis Clément & Touffet in Royer, Felzines, Misset & Thévenin 2006
10/2.0.1.0.1/08;Osmundo regalis - Blechnetum spicantis (Clément & Touffet 1983) de Foucault 1995 prov. 
10/2.0.1.0.1/08;Pteridio aquilini - Osmundetum regalis Géhu & Bioret (1997) 2000
10/2.0.1.0.1/09;Athyrio filicis-feminae - Blechnetum spicantis de Foucault 1995
10/2.0.1.0.1/09;Blechno spicantis - Pteridietum aquilini de Foucault 1995
10/2.0.1.0.2;Melampyrion pratensis Passarge 1967
10/2.0.1.0.2;Melampyrion pratensis Passarge 1979
10/2.0.1.0.2;Teucrio scorodoniae - Euphorbion cyparissias Knapp 1942
10/2.0.1.0.2;Hieracio lachenalii - Deschampsietum flexuosae (Bräutigam 1972) Passarge 1979
10/2.0.1.0.2;Hieracio umbellati - Deschampsietum flexuosae Julve 1993 prov. 
10/2.0.1.0.2;Lathyro linifoli var. montani - Melampyretum pratensis Passarge 1967
10/2.0.1.0.2/02;Hieracio sabaudi - Melampyretum pratensis (Müller in Oberdorfer 1978) Passarge 1979
10/2.0.1.0.2/04;Carici piluliferae - Deschampsietum flexuosae Passarge 1984
10/2.0.1.0.2/04;Luzulo luzuloidis - Deschampsietum flexuosae Decoq 1997 ex 1998
10/2.0.1.0.2/05;Antherico ramosi - Teucrietum scorodoniae Philippi 1971
10/2.0.1.0.2/06;Campanulo rotundifoliae - Teucrietum scorodoniae Knapp 1976
10/2.0.1.0.2/08;Teucrio scorodoniae - Campanuletum baumgartenii Knapp 1976
10/2.0.1.0.2/09;Ranunculo tuberosi - Teucrietum scorodoniae Julve 2006 ass. nov. hoc loco
10/2.0.1.0.2/10;Hieracio tridentati - Festucetum filiformis Felzines in Royer, Felzines, Misset & Thévenin 2006
10/2.0.1.0.2/11;Veronico chamaedryos - Hieracietum laevigati Passarge 1994
10/2.0.1.0.2/11;Veronico chamaedryos - Lathyretum linifoli Passarge 1994
10/2.0.1.0.2/12;Veronico officinalis - Hieracietum murorum Klauck 1992 ex Passarge 1994
10/2.0.1.0.2/13;Luzulo luzuloidis - Holcetum mollis Passarge 1979 prov. 
10/2.0.1.0.3;Conopodio majoris - Teucrion scorodoniae (de Foucault, Rameau & Royer 1983) Julve 1993
10/2.0.1.0.3;Conopodio majoris - Teucrion scorodoniae Julve 1993 ex Boullet & Rameau in Bardat, Bioret, Botineau, Boullet, Delpech, Géhu, Haury, Lacoste, Rameau, Royer, Roux & Touffet 2004
10/2.0.1.0.3;Deschampsietum flexuosae Tchou 1929
10/2.0.1.0.3/01;Hyperico pulchri - Melampyretum pratensis de Foucault & Frileux 1983 em. Collectif phytosocio TAG CBNBL
10/2.0.1.0.3/02;Luzulo forsteri - Festucetum heterophyllae Felzines in Royer, Felzines, Misset & Thévenin 2006
10/2.0.1.0.3/02;Luzulo forsteri - Violetum rivinianae Julve 1997
10/2.0.1.0.3/03;Luzulo forsteri - Stellarietum holosteae Géhu 1999
10/2.0.1.0.3/04;Potentillo sterilis - Conopodietum majoris de Foucault & Frileux 1983
10/2.0.1.0.3/05;Anemono nemorosae - Euphorbietum hybernae Bouzillé & de Foucault 1988
10/2.0.1.0.3/05;Anemono nemorosae - Euphorbietum hybernae Bouzillé & de Foucault 1988 ex Royer, Felzines, Misset & Thévenin 2006
10/2.0.1.0.3/06;Lathyro linifolii var. montani - Phyteumatetum spicati de Foucault 1998
10/2.0.1.0.3/08;Teucrio scorodoniae - Scrophularietum scorodoniae Géhu & Géhu-Franck 1988
10/2.0.1.0.3/09;Peucedano gallici - Pulmonarietum longifoliae de Foucault, Frileux & Delpech 1983
10/2.0.1.0.3/11;Luzulo pilosae - Deschampsietum flexuosae de Foucault 1998
10/2.0.1.0.4;Melampyro sylvatici - Poion chaixii Julve 1993
10/2.0.1.0.4;Melampyro sylvatici - Poion chaixii Julve 1993 ex Boullet & Rameau in Bardat, Bioret, Botineau, Boullet, Delpech, Géhu, Haury, Lacoste, Rameau, Royer, Roux & Touffet 2004
10/2.0.1.0.4/01;Euphorbio hybernae - Poetum chaixii (Bignon 1986) Julve 1993 prov. 
10/2.0.1.0.4/02;Luzulo luzuloidis - Poetum chaixii Gallandat, Gillet, Havlicek & Perrenoud 1995
10/2.0.1.0.4/02;Luzulo luzuloidis - Melampyretum pratensis Passarge 1979
10/2.0.1.0.4/03;Poo chaixii - Melampyretum sylvatici Passarge 1979 prov. 
10/2.0.1.0.4/04;Trifolio medii - Vicietum orobi Rivas-Martínez & Mayor in Mayor 1965
10/2.0.1.0.4/07;Galio saxatilis - Deschampsietum flexuosae (Bräutigam 1972) Passarge 1979
10/2.0.1.0.4/08;Luzulo niveae - Deschampsietum flexuosae de Foucault 1997
10/2.0.1.0.4/09;Campanulo rotundifoliae - Senecionetum adonidifolii Robbe in Royer, Felzines, Misset & Thévenin 2006
10/2.0.1.0.4/10;Sileno nutantis - Senecionetum adonidifolii de Foucault & Frileux 1983
10/2.0.1.0.4/11;Meo athamantici - Holcetum mollis Passarge 1979
10/2.0.1.0.5;Silenion nutantis Catteau 2012 in prep.
10/2.0.1.0.5/01;Teucrio scorodoniae - Silenetum nutantis de Foucault & Frileux 1983
10/2.0.1.0.5/02;Teucrio scorodoniae - Hylotelephietum telephii de Foucault & Frileux 1983
10/2.0.1.0.5/03;Sileno nutantis - Oreoselinetum nigri Royer in Royer, Felzines, Misset & Thévenin 2006
10/2.0.1.0.5/04;Teucrio scorodoniae - Silenetum vulgaris subsp. maritimae de Foucault & Frileux 1983 prov.
10/2.0.1.0.5/05;Sileno nutantis subsp. smithianae - Teucrietum scorodoniae Géhu 2007
10/2.0.1.0.6;Violo rivinianae - Stellarion holosteae Passarge 1997
10/2.0.1.0.6;Stellarietalia holosteae Géhu 1999
10/2.0.1.0.6;Hyacinthoido non-scriptae - Stellarion holosteae Géhu 1999
10/2.0.1.0.6/01;Hyacinthoido non-scriptae - Stellarietum holosteae Géhu 1999
10/2.0.1.0.6/02;Hyacinthoido non-scriptae - Dactylidetum glomeratae subsp. glomeratae (Géhu & Géhu-Franck 1961) Bioret & Géhu 1996
10/2.0.1.0.6/03;Veronico chamaedryos - Stellarietum holosteae Passarge 1994
10/3.;Serapiadetea linguae de Foucault 1999 prov. 
10/3.0.1;?
10/3.0.1.0.1;Serapiadion Aubert & Loisel 1971
10/3.0.1.0.1/01;Serapiado vomeraceae subsp. longipetalae - Oenanthetum lachenalii Aubert & Loisel 1971
10/3.0.1.0.1/02;Oenantho lachenalii - Chrysopogonetum grylli Aubert & Loisel 1971
10/3.0.1.0.1/03;Oenantho lachenalii - Caricetum divisae subsp. chaetophyllae Aubert & Loisel 1971
10/3.0.1.0.1/04;Tuberario lignosae - Serapiadetum cordigerae de Foucault 1999 prov. 
10/3.0.1.0.1/04;Loto - Tifolietum resupinati Aubert & Loisel 1971
10/3.0.1.0.1/05;Poo bulbosae - Caricetum divisae subsp. chaetophyllae de Foucault 1999 prov. 
10/3.0.1.0.1/05;Vulpio - Airetum cupanianae Aubert & Loisel 1971
10/3.0.1.0.1/06;Serapiado linguae - Oenanthetum lachenalii Barbero 1967
11/1.;Caricetea curvulae subsp. curvulae Braun-Blanquet 1948
11/1.;Juncetea trifidi Hadà? 1946 em. Braun-Blanquet 1948
11/1.;Juncetea trifidi Hadà? in Klika & Hadà? 1944
11/1.0.1;Caricetalia curvulae subsp. curvulae Braun-Blanquet in Braun-Blanquet & Jenny 1926
11/1.0.1.0.1;Caricion curvulae subsp. curvulae Braun-Blanquet 1925
11/1.0.1.0.1;Juncion trifidi Krajina 1933
11/1.0.1.0.1/01;Oreochloo distichae - Caricetum curvulae Braun 1913 em. Rivas-Martínez & Géhu 1978
11/1.0.1.0.1/01;Caricetum curvulae Brockmann-Jerosch 1907
11/1.0.1.0.1/01;Caricetum curvulae Rübel 1911
11/1.0.1.0.1/02;Agrostio rupestris - Deschampsietum montanae Lavagne, Archiloque, Borel, Devaux, Moutte & Cadel 1983
11/1.0.1.0.2;Festucion airoidis Braun-Blanquet 1948
11/1.0.1.0.2/01;Hieracio breviscapi - Festucetum airoidis Braun-Blanquet 1948
11/1.0.1.0.2/01;Minuartio - Androsacetum vitalianae Baudière & Serve 1975
11/1.0.1.0.2/02;Carici curvulae - Leontodontetum pyrenaici subsp. pyrenaici Braun-Blanquet 1948
11/1.0.1.0.2/03;Gentiano alpinae - Caricetum curvulae Nègre 1969
11/1.0.1.0.2/03;Gentiano alpinae - Caricetum curvulae Nègre 1968
11/1.0.1.0.2/03;Oreochloo blankae - Caricetum curvulae Rivas-Martínez 1974
11/1.0.1.0.2/03;Oreochloo blankae - Caricetum curvulae Rivas-Martínez 1974 corr. Rivas-Martínez & Géhu 1978
11/1.0.1.0.2/06;Arenario grandiflorae - Festucetum yvesii Baudière & Serve 1975
11/1.0.1.0.2/07;Biscutello arvernensis - Festucetum airoidis Billy 2002 prov. 
11/1.0.1.0.2/08;Sempervivo montani - Arenarietum ciliatae Nègre 1968 
11/2.;Salicetea herbaceae Braun-Blanquet 1947
11/2.;Salicetea herbaceae Braun-Blanquet 1948
11/2.;Juncetea trifidi Hadà? & Klika in Klika & Hadà? 1944
11/2.0.1;Salicetalia herbaceae Braun-Blanquet in Braun-Blanquet & Jenny 1926
11/2.0.1;Arabidetalia alpinae Rübel 1933
11/2.0.1.0.1;Salicion herbaceae Braun-Blanquet in Braun-Blanquet & Jenny 1926
11/2.0.1.0.1/01;Alchemillo pentaphyllae - Salicetum herbaceae Braun-Blanquet 1913 em. & Rivas-Martínez & Géhu 1978
11/2.0.1.0.1/01;Salicetum herbaceae (Rübel 1912) Braun-Blanquet 1913 
11/2.0.1.0.1/02;Carici pyrenaicae - Salicetum herbaceae (Braun-Blanquet 1948) Julve 2003 ass. nov. hoc loco
11/2.0.1.0.1/02;Salici herbaceae - Anthelietum juratzkanae Braun-Blanquet 1948
11/2.0.1.0.1/02;Ranunculo alpestris - Salicetum herbaceae Chouard 1943
11/2.0.1.0.1/03;Nardo strictae - Omalothecetum supinae J. & M. Bartsch 1940
11/2.0.1.0.1/06;Omalotheco supinae - Sibbaldietum procumbentis Gamisans 1975
11/2.0.1.0.1/07;Caricetum foetidae Frey 1922
11/2.0.1.0.1/08;Alopecuro gerardi - Caricetum foetidae Braun-Blanquet 1954
11/2.0.1.0.1/09;Luzuletum alpinopilosae Braun-Blanquet in Braun-Blanquet & Jenny 1926
11/2.0.1.0.1/10;Poo alpinae - Cerastietum cerastioidis (Söyrinki 1954) Oberdorfer 1957
11/2.0.1.0.1/11;Alchemillo fissae - Luzuletum alpinopilosae subsp. candollei Rivas-Martínez, Fernández-González, Loidi, Lousã & Penas 2001
11/2.0.1.0.1/12;Carici pyrenaicae - Cardaminetum bellidifoliae subsp. alpinae (Rivas-Martínez 1969) Rivas-Martínez, Báscones, T.E. Díaz, Fernández-González & Loidi 1991
11/2.0.1.0.1/12;Cardamino bellidifoliae subsp. alpinae - Omalothecetum supinae Rivas-Martínez 1969
11/2.0.1.0.1/13;Cerastietum cerastoidis Nègre 1972
11/2.0.1.0.1/13;Cerastio cerastoidis - Mniobryetum albicantis Nègre 1972
11/2.0.1.0.1/14;Salici herbaceae - Caricetum lachenalii Béguin & Theurillat 1982
11/2.0.1.0.2;Arabidion caeruleae Braun-Blanquet in Braun-Blanquet & Jenny 1926
11/2.0.1.0.2;Arabidion caeruleae Braun-Blanquet in Braun-Blanquet & Jenny 1926 em. Englisch 1999
11/2.0.1.0.2;Salici herbaceae - Arabidion caeruleae Englisch 1999
11/2.0.1.0.2;Arabidetalia caeruleae Rübel 1933 ex Nordhagen 1936
11/2.0.1.0.2;Arabidetalia caeruleae Rübel 1933 ex Braun-Blanquet 1949
11/2.0.1.0.2;Salicion retusae Horvat 1949
11/2.0.1.0.2;Androsacion ciliatae Rivas-Martínez 1988
11/2.0.1.0.2;Soldanello alpinae - Salicion retusae Englisch 1999
11/2.0.1.0.2/01;Carici atratae subsp. nigrae - Salicetum retusae (Braun-Blanquet 1948) Rivas-Martínez 1969
11/2.0.1.0.2/01;Ranunculo alpestris - Salicetum herbaceae Chouard 1943
11/2.0.1.0.2/02;Salicetum retuso - reticulatae Braun-Blanquet in Braun-Blanquet & Jenny 1926
11/2.0.1.0.2/02;Arenario - Salicetum reticulatae Richard, Bourgnon & Strub 1977
11/2.0.1.0.2/03;Potentillo braunianae - Omalothecetum hoppeanae Braun-Blanquet 1948
11/2.0.1.0.2/04;Arabidetum caeruleae Braun-Blanquet 1918
11/2.0.1.0.2/05;Minuartio cerastiifoliae - Androsacetum ciliatae Chouard 1943
11/2.0.1.0.2/05;Saxifrago pubescentis subsp. iratianae - Androsacetum ciliatae Rivas-Martínez 1988 
11/2.0.1.0.2/06;Minuartio sedoidis - Androsacetum ciliatae Rivas-Martínez 1988
11/2.0.1.0.2/07;Saxifrago bryoidis - Minuartietum sedoidis Carrillo & Ninot 1989
11/2.0.1.0.2/08;Rumici nivalis - Arabidetum caeruleae (Jenny-Lips 1930) Oberdorfer 1957
11/2.0.1.0.2/09;Salici herbaceae - Arabidetum caeruleae Englisch 1999
11/2.0.1.0.3;Mucizonion sedoidis Rivas-Martínez, Fernández-González & Loidi 1999
11/2.0.1.0.3/01;Omalotheco supinae - Mucizonietum sedoidis Braun-Blanquet 1948
11/2.0.1.0.3/01;Mucizonio sedoidis - Omalothecetum supinae Rivas-Martínez 1964
11/2.0.1.0.3/01;Mucizonio sedoidis - Omalothecetum supinae Rivas-Martínez 1964 ex Rivas-Martínez, Fernández-González & Loidi 1999
11/2.0.1.0.3/01;Cardamino bellidifoliae subsp. alpinae - Omalothecetum supinae Rivas-Martínez 1969 em. Gruber 1975
11/3.;Carici rupestris - Kobresietea myosuroidis Ohba 1974
11/3.;Kobresio myosuroidis - Seslerietea caeruleae Braun-Blanquet 1948
11/3.;Kobresio myosuroidis - Seslerietea caeruleae Oberdorfer 1957
11/3.0.1;Kobresietalia myosuroidis Oberdorfer 1957
11/3.0.1;Oxytropido halleri - Kobresietalia myosuroidis Oberdorfer 1957 ex Albrecht 1969
11/3.0.1.0.1;Kobresion myosuroidis Gams 1936
11/3.0.1.0.1;Kobresion myosuroidis Braun-Blanquet 1948
11/3.0.1.0.1;Oxytropido halleri - Kobresion myosuroidis Braun-Blanquet 1948
11/3.0.1.0.1;Dryadetum octopetalae Thimm 1953
11/3.0.1.0.1/01;Kobresio myosuroidis - Oxytropidetum halleri (Braun-Blanquet 1948) Küpfer 1974
11/3.0.1.0.1/01;Kobresio myosuroidis - Oxytropidetum foucaudii Braun-Blanquet 1948
11/3.0.1.0.1/01;Kobresio myosuroidis - Oxytropidetum halleri Braun-Blanquet 1948 corr. Gruber 1978
11/3.0.1.0.1/02;Carici atratae - Kobresietum myosuroidis Braun-Blanquet 1913 em. Rivas-Martínez & Géhu 1978
11/3.0.1.0.1/02;Kobresietum myosuroidis Braun 1913 
11/3.0.1.0.1/03;Kobresio myosuroidis - Caricetum curvulae subsp. rosae (Friedel 1956) Erschbamer 1992
11/3.0.1.0.1/04;Carici brevicollis - Oxytropidetum foucaudii Gruber 1978
11/3.0.1.0.1/05;Oxytropido neglectae - Kobresietum myosuroidis Rivas-Martínez, Diaz-Gonzalez, Fernandez-Prieto, Loidi-Arregui & Penas-Marinas 1984
11/3.0.1.0.1/06;Caricetum rupestris E. & S. Pignatti 1975
11/3.0.1.0.1/07;Seslerio caeruleae - Geranietum argentei Sutter 1969 prov. 
11/3.0.1.0.1/08;Oxytropido foucaudii - Kobresietum myosuroidis Chouard 1943
11/3.0.1.0.1/08;Carici curvulae subsp. rosae - Kobresietum myosuroidis Rivas-Martínez 1987 
11/3.0.1.0.1/08;Kobresio myosuroidis - Salicetum retusae Nègre 1968 
11/3.0.1.0.1/09;Salici pyrenaicae - Dryadetum octopetalae Chouard 1943
11/3.0.1.0.1/10;Oxytropido neglectae - Kobresietum myosuroidis Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984
11/3.0.1.0.1/10;Oxytropido neglectae - Kobresietum myosuroidis Rivas-Martínez 1983 
11/4.;Seslerietea caeruleae Braun-Blanquet 1948 em. Oberdorfer 1978
