REL_CODE;FULLNAME BIS;STRATUM;COVER_CODE;TAXREF9_CDNOM
T1853_1;Rhamnus alaternus;;+;117526
T1853_1;Hypochoeris glabra L.;;+;103364
T1853_1;Calicotome spinosa (L.) Link;;+;87446
T1853_1;Argyrolobium zanonii (Turra) P. W. Ball;;+;83722
T1853_1;Euphorbia spinosa L.;;+;97673
T1853_1;Euphorbia dendroides L.;;+;97492
T1853_1;Myrtus communis L.;;4;109186
T1853_1;Brachypodium retusum (Pers.) Beauv.;;2;86297
T1853_1;Rosmarinus officinalis L.;;2;118865
T1853_1;Arisarum vulgare Targ. -tozz.;;1;83755
T1853_1;Fumana levipes;;+;99022
T1853_1;Lonicera implexa Aiton;;+;106570
T1853_1;Phillyrea latifolia L.;;+;113148
T1853_1;Pinus halepensis Miller;;+;113665
T1853_1;Smilax aspera L.;;1;123987
T1853_1;Pistacia lentiscus L.;;3;113744
T1857_1;Oryzopsis coerulescens;;2;111794
T1857_1;Stachys rectus;;+;124805
T1857_1;Phagnalon saxatile (L.) Cass.;;2;112935
T1857_1;Andropogon distachyos L.;;2;82439
T1857_1;Arisarum vulgare Targ. -tozz.;;+;83755
T1857_1;Umbilicus pendulinus;;+;128214
T1857_1;Asplenium ruta-muraria L.;;+;84521
T1857_1;Geranium robertianum L.;;+;100142
T1857_1;Crucianella angustifolia L.;;+;93295
T1857_1;Melica pyramidalis;;1;107873
T1857_1;Senecio cineraria;;1;122574
T1857_1;Lotus ornithopodioides L.;;+;106694
T1857_1;Misopates orontium (L.) Rafin.;;+;108645
T1857_1;Hyparrhenia hirta (L.) Stapf;;+;103216
T1857_2;Stachys arvensis (L.) L.;;1;124744
T1857_2;Andropogon distachyos L.;;1;82439
T1857_2;Silene gallica L.;;+;123485
T1857_2;Umbilicus pendulinus;;1;128214
T1857_2;Brachypodium retusum (Pers.) Beauv.;;+;86297
T1857_2;Lavandula stoechas L.;;+;105321
T1857_2;Phagnalon saxatile (L.) Cass.;;2;112935
T1857_2;Oryzopsis coerulescens;;+;111794
T1857_2;Crucianella angustifolia L.;;+;93295
T1857_2;Cistus albidus L.;;2;91630
T1857_2;Melica pyramidalis;;+;107873
T1857_2;Centranthus calcitrapae (L.) Dufresne;;1;89881
T1857_2;Misopates orontium (L.) Rafin.;;+;108645
T1857_2;Stachys rectus;;+;124805
T1857_2;Hyparrhenia hirta (L.) Stapf;;+;103216
T1857_2;Ruta chalepensis L.;;1;119710
T1857_2;Nardurus halleri;;+;109348
T1857_2;Geranium robertianum L.;;+;100142
T1857_3;Umbilicus pendulinus;;2;128214
T1857_3;Phagnalon saxatile (L.) Cass.;;+;112935
T1857_3;Stachys arvensis (L.) L.;;+;124744
T1857_3;Cheilanthes fragrans (L. Fil.) Swartz;;+;90584
T1857_3;Hyparrhenia hirta (L.) Stapf;;1;103216
T1857_3;Oryzopsis coerulescens;;+;111794
T1857_3;Misopates orontium (L.) Rafin.;;+;108645
T1857_3;Bromus madritensis L.;;+;86668
T1857_3;Brachypodium distachyon (L.) Beauv.;;+;86262
T1857_3;Ceterach officinarum Dc.;;1;90292
T1857_3;Silene gallica L.;;+;123485
T1857_3;Ruta chalepensis L.;;+;119710
T1857_3;Andropogon distachyos L.;;1;82439
T1857_3;Nardurus halleri;;2;109348
T1857_3;Sedum nicaeense;;+;122216
T1857_4;Sideritis romana L.;;+;123325
T1857_4;Lavandula stoechas L.;;1;105321
T1857_4;Phagnalon saxatile (L.) Cass.;;2;112935
T1857_4;Oryzopsis coerulescens;;1;111794
T1857_4;Stachys rectus;;+;124805
T1857_4;Brachypodium retusum (Pers.) Beauv.;;2;86297
T1857_4;Ruta chalepensis L.;;1;119710
T1857_4;Melica pyramidalis;;+;107873
T1857_4;Sedum nicaeense;;+;122216
T1857_4;Convolvulus althaeoides L.;;+;92297
T1857_4;Cheilanthes fragrans (L. Fil.) Swartz;;+;90584
T1857_4;Hyparrhenia hirta (L.) Stapf;;2;103216
T1857_4;Umbilicus pendulinus;;+;128214
T1857_5;Phagnalon saxatile (L.) Cass.;;1;112935
T1857_5;Oryzopsis coerulescens;;+;111794
T1857_5;Sedum nicaeense;;+;122216
T1857_5;Crucianella angustifolia L.;;+;93295
T1857_5;Helianthemum guttatum;;+;100926
T1857_5;Misopates orontium (L.) Rafin.;;+;108645
T1857_5;Phagnalon sordidum (L.) Reichenb.;;+;112936
T1857_5;Hyparrhenia hirta (L.) Stapf;;3;103216
T1857_5;Stachys arvensis (L.) L.;;+;124744
T1857_5;Cistus albidus L.;;1;91630
T1857_5;Silene gallica L.;;+;123485
T1857_5;Asplenium adiantum-nigrum L.;;+;84458
T1857_5;Galium parisiense L.;;+;99496
T1857_5;Asplenium trichomanes L.;;+;84534
T1857_5;Ceterach officinarum Dc.;;+;90292
T1857_5;Andropogon distachyos L.;;+;82439
T1857_6;Phagnalon saxatile (L.) Cass.;;+;112935
T1857_6;Oryzopsis coerulescens;;+;111794
T1857_6;Galium parisiense L.;;+;99496
T1857_6;Cheilanthes fragrans (L. Fil.) Swartz;;+;90584
T1857_6;Crucianella angustifolia L.;;+;93295
T1857_6;Stachys arvensis (L.) L.;;+;124744
T1857_6;Hyparrhenia hirta (L.) Stapf;;1;103216
T1857_6;Nothohlaena marantae;;+;109705
T1857_6;Nardurus halleri;;+;109348
T1857_6;Asplenium trichomanes L.;;+;84534
T1857_6;Misopates orontium (L.) Rafin.;;+;108645
T1857_6;Ceterach officinarum Dc.;;1;90292
T1857_6;Asplenium adiantum-nigrum L.;;+;84458
T1857_6;Cistus albidus L.;;+;91630
T1857_6;Ruta chalepensis L.;;+;119710
T1857_6;Silene gallica L.;;+;123485
T1857_6;Umbilicus pendulinus;;1;128214
T1857_6;Senecio cineraria;;+;122574
T1857_7;Lavandula stoechas L.;;+;105321
T1857_7;Senecio cineraria;;+;122574
T1857_7;Centaurea paniculata L.;;+;89659
T1857_7;Oryzopsis coerulescens;;1;111794
T1857_7;Bufonia perennis Pourret;;1;86881
T1857_7;Phagnalon saxatile (L.) Cass.;;2;112935
T1857_7;Hyparrhenia hirta (L.) Stapf;;+;103216
T1858_1;Phalaris arundinacea L.;;+;112975
T1858_1;Glechoma hederaceum;;+;100310
T1858_1;Urtica dioica L.;;+;128268
T1858_1;Rubus coesius;;+;118993
T1858_1;Dipsacus fullonum L.;;+;95149
T1858_2;Oenothera biennis L.;;+;109911
T1858_2;Urtica dioica L.;;+;128268
T1858_2;Phalaris arundinacea L.;;+;112975
T1858_2;Cucubalus baccifer L.;;+;93487
T1858_3;Urtica dioica L.;;+;128268
T1858_3;Poa palustris L.;;+;114312
T1858_3;Phalaris arundinacea L.;;+;112975
T1858_3;Glechoma hederaceum;;+;100310
T1858_4;Solanum dulcamara L.;;+;124034
T1858_4;Verbascum thapsus L.;;+;128660
T1858_4;Rorippa silvestris;;+;117951
T1858_4;Phalaris arundinacea L.;;+;112975
T1858_4;Urtica dioica L.;;+;128268
T1858_5;Phalaris arundinacea L.;;+;112975
T1858_5;Glechoma hederaceum;;+;100310
T1858_5;Solanum dulcamara L.;;+;124034
T1858_5;Urtica dioica L.;;+;128268
T1858_6;Conyza canadensis (L.) Cronq.;;+;92379
T1858_6;Chenopodium ambrosioides L.;;+;90684
T1858_6;Artemisia vulgaris L.;;+;84061
T1858_6;Solanum dulcamara L.;;+;124034
T1858_6;Tanacetum vulgare L.;;+;125474
T1858_6;Eragrostis pilosa (L.) Beauv.;;+;96628
T1858_6;Erysimum cheiranthoides L.;;+;97183
T1858_6;Phalaris arundinacea L.;;+;112975
T1859_1;Spirodela polyrrhiza;;+;124707
T1859_1;Lemna minor L.;;+;105431
T1859_1;Lemna trisulca L.;;+;105441
T1859_1;Glyceria fluitans (L.) R. Br.;;+;100387
T1859_1;Elodea canadensis Michx;;+;95980
T1859_1;Apium nodiflorum (L.) Lag.;;+;83205
T1859_1;Myosotis scorpioides L.;;+;109091
T1859_1;Hydrocharis morsus Ranae;;+;103120
T1859_1;Phalaris arundinacea L.;;+;112975
T1859_10;Lemna minor L.;;+;105431
T1859_10;Lemna gibba L.;;+;105427
T1859_10;Lemna trisulca L.;;+;105441
T1859_10;Wolffia arrhiza (L.) Horkel ex Wimmer;;+;130119
T1859_11;Lemna minor L.;;+;105431
T1859_11;Lemna gibba L.;;+;105427
T1859_11;Wolffia arrhiza (L.) Horkel ex Wimmer;;+;130119
T1859_11;Lemna trisulca L.;;+;105441
T1859_11;Hydrocharis morsus Ranae;;+;103120
T1859_12;Lemna trisulca L.;;+;105441
T1859_12;Hydrocharis morsus Ranae;;+;103120
T1859_12;Wolffia arrhiza (L.) Horkel ex Wimmer;;+;130119
T1859_12;Lemna minor L.;;+;105431
T1859_12;Lemna gibba L.;;+;105427
T1859_13;Lemna trisulca L.;;+;105441
T1859_13;Lemna gibba L.;;+;105427
T1859_13;Lemna minor L.;;+;105431
T1859_13;Wolffia arrhiza (L.) Horkel ex Wimmer;;+;130119
T1859_14;Ceratophyllum demersum L.;;+;90208
T1859_14;Wolffia arrhiza (L.) Horkel ex Wimmer;;+;130119
T1859_14;Spirodela polyrrhiza;;+;124707
T1859_14;Lemna gibba L.;;+;105427
T1859_14;Lemna minor L.;;+;105431
T1859_15;Glyceria fluitans (L.) R. Br.;;+;100387
T1859_15;Lemna trisulca L.;;+;105441
T1859_15;Spirodela polyrrhiza;;+;124707
T1859_15;Ceratophyllum demersum L.;;+;90208
T1859_15;Lemna gibba L.;;+;105427
T1859_15;Nasturtium officinale R. Br.;;+;773798
T1859_15;Wolffia arrhiza (L.) Horkel ex Wimmer;;+;130119
T1859_15;Lemna minor L.;;+;105431
T1859_15;Hydrocharis morsus Ranae;;+;103120
T1859_16;Wolffia arrhiza (L.) Horkel ex Wimmer;;+;130119
T1859_16;Hydrocharis morsus Ranae;;+;103120
T1859_16;Lemna gibba L.;;+;105427
T1859_16;Lemna minor L.;;+;105431
T1859_16;Ceratophyllum demersum L.;;+;90208
T1859_16;Spirodela polyrrhiza;;+;124707
T1859_2;Myosotis scorpioides L.;;+;109091
T1859_2;Glyceria fluitans (L.) R. Br.;;+;100387
T1859_2;Spirodela polyrrhiza;;+;124707
T1859_2;Lemna trisulca L.;;+;105441
T1859_2;Apium nodiflorum (L.) Lag.;;+;83205
T1859_2;Elodea canadensis Michx;;+;95980
T1859_2;Hydrocharis morsus Ranae;;+;103120
T1859_2;Lemna minor L.;;+;105431
T1859_3;Lemna minor L.;;+;105431
T1859_3;Lemna trisulca L.;;+;105441
T1859_3;Hydrocharis morsus Ranae;;+;103120
T1859_3;Glyceria fluitans (L.) R. Br.;;+;100387
T1859_3;Apium nodiflorum (L.) Lag.;;+;83205
T1859_3;Phalaris arundinacea L.;;+;112975
T1859_3;Myosotis scorpioides L.;;+;109091
T1859_3;Lemna gibba L.;;+;105427
T1859_3;Spirodela polyrrhiza;;+;124707
T1859_4;Hydrocharis morsus Ranae;;+;103120
T1859_4;Lemna minor L.;;+;105431
T1859_4;Lemna trisulca L.;;+;105441
T1859_4;Glyceria fluitans (L.) R. Br.;;+;100387
T1859_4;Elodea canadensis Michx;;+;95980
T1859_4;Spirodela polyrrhiza;;+;124707
T1859_4;Lemna gibba L.;;+;105427
T1859_4;Phalaris arundinacea L.;;+;112975
T1859_4;Apium nodiflorum (L.) Lag.;;+;83205
T1859_5;Phalaris arundinacea L.;;+;112975
T1859_5;Mentha aquatica L.;;+;108027
T1859_5;Potamogeton densus;;+;115249
T1859_5;Lemna trisulca L.;;+;105441
T1859_5;Glyceria fluitans (L.) R. Br.;;+;100387
T1859_5;Myosotis scorpioides L.;;+;109091
T1859_5;Lemna minor L.;;+;105431
T1859_5;Glyceria altissima;;+;100372
T1859_5;Spirodela polyrrhiza;;+;124707
T1859_6;Lemna gibba L.;;+;105427
T1859_6;Lemna minor L.;;+;105431
T1859_6;Apium nodiflorum (L.) Lag.;;+;83205
T1859_6;Glyceria altissima;;+;100372
T1859_6;Lemna trisulca L.;;+;105441
T1859_6;Spirodela polyrrhiza;;+;124707
T1859_6;Elodea canadensis Michx;;+;95980
T1859_6;Myosotis scorpioides L.;;+;109091
T1859_7;Lemna trisulca L.;;+;105441
T1859_7;Lemna minor L.;;+;105431
T1859_7;Lemna gibba L.;;+;105427
T1859_7;Elodea canadensis Michx;;+;95980
T1859_7;Glyceria altissima;;+;100372
T1859_7;Apium nodiflorum (L.) Lag.;;+;83205
T1859_7;Myosotis scorpioides L.;;+;109091
T1859_7;Spirodela polyrrhiza;;+;124707
T1859_8;Lemna gibba L.;;+;105427
T1859_8;Spirodela polyrrhiza;;+;124707
T1859_8;Lemna trisulca L.;;+;105441
T1859_8;Wolffia arrhiza (L.) Horkel ex Wimmer;;+;130119
T1859_8;Lemna minor L.;;+;105431
T1859_8;Hydrocharis morsus Ranae;;+;103120
T1859_9;Lemna trisulca L.;;+;105441
T1859_9;Lemna minor L.;;+;105431
T1859_9;Hydrocharis morsus Ranae;;+;103120
T1859_9;Lemna gibba L.;;+;105427
T1859_9;Wolffia arrhiza (L.) Horkel ex Wimmer;;+;130119
T1860_1;Epilobium hirsutum L.;;+;96180
T1860_1;Sium erectum;;+;123949
T1860_1;Solanum dulcamara L.;;+;124034
T1860_1;Lythrum salicaria L.;;+;107117
T1860_1;Scrophularia aquatica;;+;197537
T1860_1;Calystegia sepium (L.) R. Br.;;+;87560
T1860_1;Mentha aquatica L.;;+;108027
T1860_1;Apium nodiflorum (L.) Lag.;;+;83205
T1860_1;Glyceria altissima;;+;100372
T1860_2;Scrophularia aquatica;;+;197537
T1860_2;Lysimachia nummularia L.;;+;107073
T1860_2;Epilobium hirsutum L.;;+;96180
T1860_2;Filipendula ulmaria (L.) Maxim.;;+;98717
T1860_2;Galium palustre L.;;+;99494
T1860_2;Polygonum persicaria L.;;+;114822
T1860_2;Urtica dioica L.;;+;128268
T1860_2;Glyceria altissima;;+;100372
T1860_2;Angelica sylvestris L.;;+;82738
T1860_2;Apium nodiflorum (L.) Lag.;;+;83205
T1860_2;Solanum dulcamara L.;;+;124034
T1860_2;Symphytum officinale L.;;+;125355
T1860_3;Myosotis scorpioides L.;;+;109091
T1860_3;Symphytum officinale L.;;+;125355
T1860_3;Rumex obtusifolius L.;;+;119550
T1860_3;Mentha aquatica L.;;+;108027
T1860_3;Ranunculus repens L.;;+;117201
T1860_3;Glyceria altissima;;+;100372
T1860_3;Galium palustre L.;;+;99494
T1860_3;Carex riparia Curtis;;+;88833
T1860_3;Phalaris arundinacea L.;;+;112975
T1860_3;Equisetum palustre L.;;+;96534
T1860_3;Calystegia sepium (L.) R. Br.;;+;87560
T1860_3;Polygonum amphibium L.;;+;114641
T1860_3;Rumex hydrolapathum Hudson;;+;771868
T1860_4;Phalaris arundinacea L.;;+;112975
T1860_4;Filipendula ulmaria (L.) Maxim.;;+;98717
T1860_4;Apium nodiflorum (L.) Lag.;;+;83205
T1860_4;Polygonum amphibium L.;;+;114641
T1860_4;Lemna minor L.;;+;105431
T1860_4;Myosotis scorpioides L.;;+;109091
T1860_4;Solanum dulcamara L.;;+;124034
T1860_4;Equisetum palustre L.;;+;96534
T1860_4;Ribes nigrum L.;;+;117766
T1860_4;Equisetum fluviatile L.;;+;96519
T1860_4;Glyceria altissima;;+;100372
T1860_4;Veronica anagallis;;+;128792
T1860_4;Valeriana officinalis L.;;+;128419
T1860_4;Galium palustre L.;;+;99494
T1860_5;Lemna minor L.;;+;105431
T1860_5;Equisetum palustre L.;;+;96534
T1860_5;Lythrum salicaria L.;;+;107117
T1860_5;Carex disticha Hudson;;+;88478
T1860_5;Phalaris arundinacea L.;;+;112975
T1860_5;Carex riparia Curtis;;+;88833
T1860_5;Mentha aquatica L.;;+;108027
T1860_5;Symphytum officinale L.;;+;125355
T1860_5;Epilobium parviflorum Schreber;;+;96229
T1860_5;Filipendula ulmaria (L.) Maxim.;;+;98717
T1860_5;Apium nodiflorum (L.) Lag.;;+;83205
T1860_5;Glyceria altissima;;+;100372
T1860_5;Polygonum amphibium L.;;+;114641
T1860_5;Rumex hydrolapathum Hudson;;+;771868
T1860_5;Glyceria fluitans (L.) R. Br.;;+;100387
T1860_5;Galium palustre L.;;+;99494
T1860_5;Iris pseudacorus L.;;+;103772
T1860_5;Alnus glutinosa (L.) Gaertner;;+;81569
T1860_5;Valeriana officinalis L.;;+;128419
T1860_5;Solanum dulcamara L.;;+;124034
T1860_6;Rumex obtusifolius L.;;+;119550
T1860_6;Glyceria fluitans (L.) R. Br.;;+;100387
T1860_6;Carex vulpina L.;;+;88952
T1860_6;Lemna minor L.;;+;105431
T1860_6;Mentha aquatica L.;;+;108027
T1860_6;Carex disticha Hudson;;+;88478
T1860_6;Phalaris arundinacea L.;;+;112975
T1860_6;Juncus glaucus;;+;104200
T1860_6;Myosotis scorpioides L.;;+;109091
T1860_6;Lythrum salicaria L.;;+;107117
T1860_6;Potentilla anserina L.;;+;115402
T1860_6;Rumex conglomeratus Murray;;+;119471
T1860_6;Filipendula ulmaria (L.) Maxim.;;+;98717
T1860_6;Glyceria altissima;;+;100372
T1860_6;Equisetum fluviatile L.;;+;96519
T1860_6;Galium palustre L.;;+;99494
T1860_6;Polygonum amphibium L.;;+;114641
T1860_6;Sparganium ramosum;;+;124417
T1860_6;Juncus effusus L.;;+;104173
T1860_7;Glyceria altissima;;+;100372
T1860_7;Symphytum officinale L.;;+;125355
T1860_7;Mentha aquatica L.;;+;108027
T1860_7;Myosotis scorpioides L.;;+;109091
T1860_7;Valeriana officinalis L.;;+;128419
T1860_7;Rumex conglomeratus Murray;;+;119471
T1860_7;Filipendula ulmaria (L.) Maxim.;;+;98717
T1860_7;Lythrum salicaria L.;;+;107117
T1860_7;Galium palustre L.;;+;99494
T1860_7;Polygonum amphibium L.;;+;114641
T1861_1;Myosotis scorpioides L.;;+;109091
T1861_1;Filipendula ulmaria (L.) Maxim.;;+;98717
T1861_1;Symphytum officinale L.;;+;125355
T1861_1;Lycopus europaeus L.;;+;107038
T1861_1;Stachys palustris L.;;+;124798
T1861_1;Valeriana officinalis L.;;+;128419
T1861_1;Calystegia sepium (L.) R. Br.;;+;87560
T1861_1;Polygonum amphibium L.;;+;114641
T1861_1;Equisetum palustre L.;;+;96534
T1861_1;Epilobium hirsutum L.;;+;96180
T1861_1;Lythrum salicaria L.;;+;107117
T1861_1;Rumex crispus L.;;+;119473
T1861_1;Galium palustre L.;;+;99494
T1861_1;Phalaris arundinacea L.;;+;112975
T1861_1;Carex riparia Curtis;;+;88833
T1861_1;Glyceria altissima;;+;100372
T1861_1;Mentha aquatica L.;;+;108027
T1861_1;Ranunculus repens L.;;+;117201
T1861_2;Iris pseudacorus L.;;+;103772
T1861_2;Lythrum salicaria L.;;+;107117
T1861_2;Filipendula ulmaria (L.) Maxim.;;+;98717
T1861_2;Equisetum palustre L.;;+;96534
T1861_2;Polygonum amphibium L.;;+;114641
T1861_2;Caltha palustris L.;;+;87540
T1861_2;Urtica dioica L.;;+;128268
T1861_2;Rumex crispus L.;;+;119473
T1861_2;Mentha aquatica L.;;+;108027
T1861_2;Phalaris arundinacea L.;;+;112975
T1861_2;Carex riparia Curtis;;+;88833
T1861_2;Galium aparine L.;;+;99373
T1861_2;Galium palustre L.;;+;99494
T1861_2;Symphytum officinale L.;;+;125355
T1861_2;Valeriana officinalis L.;;+;128419
T1861_3;Iris pseudacorus L.;;+;103772
T1861_3;Valeriana officinalis L.;;+;128419
T1861_3;Rumex crispus L.;;+;119473
T1861_3;Galium palustre L.;;+;99494
T1861_3;Equisetum palustre L.;;+;96534
T1861_3;Phalaris arundinacea L.;;+;112975
T1861_3;Symphytum officinale L.;;+;125355
T1861_3;Mentha aquatica L.;;+;108027
T1861_3;Carex disticha Hudson;;+;88478
T1861_3;Ranunculus repens L.;;+;117201
T1861_3;Caltha palustris L.;;+;87540
T1861_3;Filipendula ulmaria (L.) Maxim.;;+;98717
T1861_3;Carex riparia Curtis;;+;88833
T1861_3;Polygonum amphibium L.;;+;114641
T1861_3;Alopecurus geniculatus L.;;+;81637
T1861_4;Scirpus silvaticus;;+;121792
T1861_4;Filipendula ulmaria (L.) Maxim.;;+;98717
T1861_4;Galium aparine L.;;+;99373
T1861_4;Symphytum officinale L.;;+;125355
T1861_4;Rumex crispus L.;;+;119473
T1861_4;Carex disticha Hudson;;+;88478
T1861_4;Equisetum palustre L.;;+;96534
T1861_4;Lythrum salicaria L.;;+;107117
T1861_4;Polygonum amphibium L.;;+;114641
T1861_4;Phalaris arundinacea L.;;+;112975
T1861_4;Caltha palustris L.;;+;87540
T1861_4;Mentha aquatica L.;;+;108027
T1861_4;Apium nodiflorum (L.) Lag.;;+;83205
T1861_4;Galium palustre L.;;+;99494
T1861_4;Iris pseudacorus L.;;+;103772
T1861_4;Carex riparia Curtis;;+;88833
T1861_5;Solanum dulcamara L.;;+;124034
T1861_5;Polygonum amphibium L.;;+;114641
T1861_5;Caltha palustris L.;;+;87540
T1861_5;Iris pseudacorus L.;;+;103772
T1861_5;Equisetum fluviatile L.;;+;96519
T1861_5;Equisetum palustre L.;;+;96534
T1861_5;Valeriana officinalis L.;;+;128419
T1861_5;Filipendula ulmaria (L.) Maxim.;;+;98717
T1861_5;Mentha aquatica L.;;+;108027
T1861_5;Phalaris arundinacea L.;;+;112975
T1861_6;Symphytum officinale L.;;+;125355
T1861_6;Polygonum amphibium L.;;+;114641
T1861_6;Phragmites australis (Cav.) Trin. ex Steudel;;+;113260
T1861_6;Oenanthe fistulosa L.;;+;109869
T1861_6;Ranunculus lingua L.;;+;117096
T1861_6;Carex riparia Curtis;;+;88833
T1861_6;Iris pseudacorus L.;;+;103772
T1861_6;Epilobium hirsutum L.;;+;96180
T1861_6;Phalaris arundinacea L.;;+;112975
T1861_6;Stellaria palustris Retz.;;+;125025
T1861_6;Equisetum fluviatile L.;;+;96519
T1861_6;Apium nodiflorum (L.) Lag.;;+;83205
T1861_6;Juncus effusus L.;;+;104173
T1861_6;Filipendula ulmaria (L.) Maxim.;;+;98717
T1861_6;Lythrum salicaria L.;;+;107117
T1861_6;Caltha palustris L.;;+;87540
T1861_6;Scirpus palustris;;+;121759
T1861_6;Glyceria altissima;;+;100372
T1861_6;Galium palustre L.;;+;99494
T1861_6;Mentha aquatica L.;;+;108027
T1861_6;Spirodela polyrrhiza;;+;124707
T1861_6;Lysimachia vulgaris L.;;+;107090
T1861_6;Lycopus europaeus L.;;+;107038
T1861_6;Equisetum palustre L.;;+;96534
T1861_6;Rumex hydrolapathum Hudson;;+;771868
T1861_6;Lemna minor L.;;+;105431
T1861_6;Solanum dulcamara L.;;+;124034
