REL_CODE;FULLNAME BIS;STRATUM;COVER_CODE;TAXREF9_CDNOM
T1881_11;Potamogeton natans L.;;1;115280
T1881_11;Sagittaria sagittifolia L.;;+;119860
T1881_11;Polygonum amphibium L.;;1;114641
T1881_11;Myriophyllum spicatum L.;;1;109150
T1881_11;Nuphar luteum;;2;109732
T1881_11;Potamogeton lucens L.;;3;115270
T1881_11;Utricularia vulgaris L.;;+;128322
T1881_11;Ceratophyllum demersum L.;;+;90208
T1881_11;Nymphaea alba L.;;1;109750
T1881_12;Lemna minor L.;;2;105431
T1881_12;Myriophyllum spicatum L.;;+;109150
T1881_12;Nuphar luteum;;2;109732
T1881_12;Lemna trisulca L.;;3;105441
T1881_12;Ceratophyllum demersum L.;;+;90208
T1881_12;Potamogeton natans L.;;2;115280
T1881_12;Hydrocharis morsus Ranae;;3;103120
T1881_13;Myriophyllum spicatum L.;;2;109150
T1881_13;Elodea canadensis Michx;;2;95980
T1881_13;Ceratophyllum demersum L.;;+;90208
T1881_13;Sagittaria sagittifolia L.;;+;119860
T1881_13;Utricularia vulgaris L.;;+;128322
T1881_13;Lemna trisulca L.;;3;105441
T1881_13;Potamogeton natans L.;;1;115280
T1881_13;Hydrocharis morsus Ranae;;3;103120
T1881_13;Lemna minor L.;;1;105431
T1881_13;Glyceria fluitans (L.) R. Br.;;+;100387
T1881_14;Potamogeton natans L.;;2;115280
T1881_14;Myriophyllum spicatum L.;;+;109150
T1881_14;Nuphar luteum;;1;109732
T1881_14;Elodea canadensis Michx;;1;95980
T1881_14;Polygonum amphibium L.;;1;114641
T1881_14;Potamogeton lucens L.;;1;115270
T1881_14;Ceratophyllum demersum L.;;+;90208
T1881_14;Lemna trisulca L.;;1;105441
T1881_14;Lemna minor L.;;1;105431
T1881_14;Hydrocharis morsus Ranae;;1;103120
T1881_15;Polygonum amphibium L.;;1;114641
T1881_15;Rorippa amphibia (L.) Besser;;+;117933
T1881_15;Potamogeton natans L.;;2;115280
T1881_15;Sagittaria sagittifolia L.;;+;119860
T1881_15;Ceratophyllum demersum L.;;+;90208
T1881_15;Lemna trisulca L.;;2;105441
T1881_15;Potamogeton crispus L.;;+;115245
T1881_15;Potamogeton lucens L.;;+;115270
T1881_15;Hydrocharis morsus Ranae;;3;103120
T1881_15;Nuphar luteum;;2;109732
T1881_15;Lemna minor L.;;2;105431
T1881_15;Myriophyllum verticillatum L.;;+;109151
T1881_15;Utricularia vulgaris L.;;+;128322
T1881_15;Myriophyllum spicatum L.;;1;109150
T1881_16;Elodea canadensis Michx;;4;95980
T1881_16;Nuphar luteum;;+;109732
T1881_16;Equisetum fluviatile L.;;+;96519
T1881_16;Potamogeton densus;;+;115249
T1881_16;Hydrocharis morsus Ranae;;3;103120
T1881_16;Lemna minor L.;;1;105431
T1881_16;Potamogeton natans L.;;1;115280
T1881_16;Lemna trisulca L.;;3;105441
T1881_16;Potamogeton crispus L.;;+;115245
T1881_16;Sparganium ramosum;;+;124417
T1881_16;Spirodela polyrrhiza;;1;124707
T1881_16;Glyceria fluitans (L.) R. Br.;;1;100387
T1881_17;Lemna minor L.;;1;105431
T1881_17;Glyceria altissima;;1;100372
T1881_17;Equisetum fluviatile L.;;1;96519
T1881_17;Spirodela polyrrhiza;;+;124707
T1881_17;Nuphar luteum;;1;109732
T1881_17;Elodea canadensis Michx;;2;95980
T1881_17;Butomus umbellatus L.;;+;87136
T1881_17;Alisma plantago-aquatica L.;;+;81272
T1881_17;Potamogeton crispus L.;;1;115245
T1881_17;Potamogeton densus;;2;115249
T1881_17;Hydrocharis morsus Ranae;;2;103120
T1881_17;Lemna trisulca L.;;1;105441
T1881_17;Sagittaria sagittifolia L.;;+;119860
T1881_18;Nuphar luteum;;+;109732
T1881_18;Sparganium ramosum;;+;124417
T1881_18;Glyceria altissima;;+;100372
T1881_18;Elodea canadensis Michx;;3;95980
T1881_18;Hydrocharis morsus Ranae;;1;103120
T1881_18;Sagittaria sagittifolia L.;;1;119860
T1881_18;Equisetum fluviatile L.;;1;96519
T1881_18;Rorippa amphibia (L.) Besser;;+;117933
T1881_18;Potamogeton crispus L.;;+;115245
T1881_19;Elodea canadensis Michx;;4;95980
T1881_19;Alisma plantago-aquatica L.;;+;81272
T1881_19;Lemna minor L.;;1;105431
T1881_19;Polygonum amphibium L.;;+;114641
T1881_19;Equisetum fluviatile L.;;1;96519
T1881_19;Ceratophyllum demersum L.;;1;90208
T1881_19;Potamogeton natans L.;;2;115280
T1881_19;Hydrocharis morsus Ranae;;2;103120
T1881_19;Lemna trisulca L.;;2;105441
T1881_19;Glyceria altissima;;1;100372
T1881_19;Spirodela polyrrhiza;;+;124707
T1881_2;Nuphar luteum;;3;109732
T1881_2;Spirodela polyrrhiza;;+;124707
T1881_2;Potamogeton natans L.;;3;115280
T1881_2;Potamogeton lucens L.;;+;115270
T1881_2;Lemna minor L.;;1;105431
T1881_2;Glyceria fluitans (L.) R. Br.;;1;100387
T1881_2;Myriophyllum spicatum L.;;+;109150
T1881_2;Sagittaria sagittifolia L.;;2;119860
T1881_20;Equisetum fluviatile L.;;1;96519
T1881_20;Alisma plantago-aquatica L.;;+;81272
T1881_20;Hydrocharis morsus Ranae;;2;103120
T1881_20;Elodea canadensis Michx;;2;95980
T1881_20;Sparganium ramosum;;1;124417
T1881_20;Ceratophyllum demersum L.;;1;90208
T1881_20;Potamogeton crispus L.;;1;115245
T1881_20;Potamogeton densus;;1;115249
T1881_20;Sagittaria sagittifolia L.;;2;119860
T1881_20;Nuphar luteum;;1;109732
T1881_21;Hydrocharis morsus Ranae;;2;103120
T1881_21;Equisetum fluviatile L.;;1;96519
T1881_21;Nuphar luteum;;1;109732
T1881_21;Elodea canadensis Michx;;2;95980
T1881_21;Ceratophyllum demersum L.;;+;90208
T1881_22;Myriophyllum spicatum L.;;+;109150
T1881_22;Oenanthe phellandrium;;+;109892
T1881_22;Nuphar luteum;;+;109732
T1881_22;Elodea canadensis Michx;;1;95980
T1881_22;Glyceria fluitans (L.) R. Br.;;+;100387
T1881_22;Equisetum fluviatile L.;;1;96519
T1881_22;Lemna trisulca L.;;1;105441
T1881_22;Hydrocharis morsus Ranae;;2;103120
T1881_23;Potamogeton natans L.;;1;115280
T1881_23;Nuphar luteum;;1;109732
T1881_23;Spirodela polyrrhiza;;2;124707
T1881_23;Glyceria altissima;;+;100372
T1881_23;Lemna trisulca L.;;2;105441
T1881_23;Elodea canadensis Michx;;2;95980
T1881_23;Hydrocharis morsus Ranae;;+;103120
T1881_23;Equisetum fluviatile L.;;+;96519
T1881_23;Potamogeton crispus L.;;+;115245
T1881_23;Lemna minor L.;;1;105431
T1881_24;Elodea canadensis Michx;;3;95980
T1881_24;Potamogeton natans L.;;2;115280
T1881_24;Spirodela polyrrhiza;;1;124707
T1881_24;Lemna minor L.;;2;105431
T1881_24;Lemna trisulca L.;;2;105441
T1881_25;Elodea canadensis Michx;;1;95980
T1881_25;Ranunculus aquatilis L.;;+;116928
T1881_25;Glyceria fluitans (L.) R. Br.;;+;100387
T1881_25;Potamogeton densus;;1;115249
T1881_25;Potamogeton natans L.;;4;115280
T1881_25;Potamogeton crispus L.;;+;115245
T1881_25;Lemna trisulca L.;;1;105441
T1881_25;Glyceria altissima;;+;100372
T1881_25;Spirodela polyrrhiza;;+;124707
T1881_26;Spirodela polyrrhiza;;1;124707
T1881_26;Potamogeton crispus L.;;+;115245
T1881_26;Lemna minor L.;;2;105431
T1881_26;Potamogeton densus;;+;115249
T1881_26;Lemna trisulca L.;;+;105441
T1881_26;Potamogeton natans L.;;2;115280
T1881_26;Elodea canadensis Michx;;4;95980
T1881_27;Ranunculus aquatilis L.;;+;116928
T1881_27;Lemna minor L.;;1;105431
T1881_27;Potamogeton natans L.;;2;115280
T1881_27;Lemna trisulca L.;;4;105441
T1881_27;Elodea canadensis Michx;;1;95980
T1881_28;Lemna trisulca L.;;1;105441
T1881_28;Spirodela polyrrhiza;;1;124707
T1881_28;Lemna minor L.;;4;105431
T1881_28;Potamogeton natans L.;;3;115280
T1881_28;Ceratophyllum demersum L.;;1;90208
T1881_28;Elodea canadensis Michx;;2;95980
T1881_3;Sagittaria sagittifolia L.;;1;119860
T1881_3;Potamogeton perfoliatus L.;;+;115296
T1881_3;Myriophyllum spicatum L.;;+;109150
T1881_3;Potamogeton pectinatus L.;;+;115295
T1881_3;Elodea canadensis Michx;;2;95980
T1881_3;Ceratophyllum demersum L.;;+;90208
T1881_3;Potamogeton natans L.;;1;115280
T1881_3;Nuphar luteum;;2;109732
T1881_3;Potamogeton lucens L.;;2;115270
T1881_3;Potamogeton densus;;+;115249
T1881_3;Potamogeton crispus L.;;+;115245
T1881_4;Ceratophyllum demersum L.;;+;90208
T1881_4;Rorippa amphibia (L.) Besser;;+;117933
T1881_4;Polygonum amphibium L.;;1;114641
T1881_4;Potamogeton natans L.;;3;115280
T1881_4;Elodea canadensis Michx;;1;95980
T1881_4;Sagittaria sagittifolia L.;;1;119860
T1881_4;Nuphar luteum;;1;109732
T1881_5;Elodea canadensis Michx;;2;95980
T1881_5;Lemna minor L.;;1;105431
T1881_5;Nuphar luteum;;1;109732
T1881_5;Ceratophyllum demersum L.;;1;90208
T1881_5;Utricularia vulgaris L.;;+;128322
T1881_5;Nymphaea alba L.;;1;109750
T1881_5;Myriophyllum spicatum L.;;+;109150
T1881_5;Potamogeton natans L.;;1;115280
T1881_6;Nuphar luteum;;2;109732
T1881_6;Nymphaea alba L.;;+;109750
T1881_6;Potamogeton natans L.;;2;115280
T1881_6;Polygonum amphibium L.;;+;114641
T1881_6;Ranunculus aquatilis L.;;+;116928
T1881_6;Myriophyllum spicatum L.;;1;109150
T1881_6;Ceratophyllum demersum L.;;+;90208
T1881_6;Potamogeton lucens L.;;+;115270
T1881_6;Myriophyllum verticillatum L.;;+;109151
T1881_6;Elodea canadensis Michx;;2;95980
T1881_7;Lemna minor L.;;1;105431
T1881_7;Potamogeton natans L.;;1;115280
T1881_7;Myriophyllum spicatum L.;;1;109150
T1881_7;Ceratophyllum demersum L.;;2;90208
T1881_7;Nuphar luteum;;2;109732
T1881_7;Spirodela polyrrhiza;;+;124707
T1881_8;Myriophyllum verticillatum L.;;+;109151
T1881_8;Ceratophyllum demersum L.;;1;90208
T1881_8;Potamogeton crispus L.;;1;115245
T1881_8;Potamogeton densus;;+;115249
T1881_8;Lemna minor L.;;1;105431
T1881_8;Potamogeton natans L.;;3;115280
T1881_8;Polygonum amphibium L.;;1;114641
T1881_8;Nuphar luteum;;3;109732
T1881_9;Potamogeton lucens L.;;1;115270
T1881_9;Elodea canadensis Michx;;2;95980
T1881_9;Potamogeton crispus L.;;+;115245
T1881_9;Potamogeton natans L.;;3;115280
T1881_9;Polygonum amphibium L.;;2;114641
T1881_9;Nuphar luteum;;1;109732
T1881_9;Myriophyllum spicatum L.;;+;109150
T1882_1;Hydrocharis morsus Ranae;;2;103120
T1882_1;Lemna trisulca L.;;1;105441
T1882_1;Equisetum fluviatile L.;;4;96519
T1882_1;Lemna minor L.;;1;105431
T1882_1;Phragmites australis (Cav.) Trin. ex Steudel;;+;113260
T1882_1;Myriophyllum spicatum L.;;+;109150
T1882_10;Lemna trisulca L.;;1;105441
T1882_10;Rumex hydrolapathum Hudson;;+;771868
T1882_10;Lemna minor L.;;+;105431
T1882_10;Nuphar luteum;;+;109732
T1882_10;Potamogeton natans L.;;1;115280
T1882_10;Typha latifolia L.;;3;128077
T1882_10;Hydrocharis morsus Ranae;;1;103120
T1882_11;Typha latifolia L.;;4;128077
T1882_11;Lycopus europaeus L.;;+;107038
T1882_11;Alisma plantago-aquatica L.;;+;81272
T1882_11;Hydrocharis morsus Ranae;;+;103120
T1882_11;Sparganium ramosum;;1;124417
T1882_11;Lemna trisulca L.;;1;105441
T1882_11;Carex riparia Curtis;;1;88833
T1882_11;Glyceria altissima;;1;100372
T1882_11;Rumex hydrolapathum Hudson;;+;771868
T1882_11;Scirpus lacustris L.;;+;121735
T1882_12;Equisetum fluviatile L.;;2;96519
T1882_12;Lythrum salicaria L.;;+;107117
T1882_12;Alisma plantago-aquatica L.;;1;81272
T1882_12;Sparganium ramosum;;2;124417
T1882_12;Carex riparia Curtis;;1;88833
T1882_12;Ranunculus lingua L.;;1;117096
T1882_12;Rorippa amphibia (L.) Besser;;+;117933
T1882_12;Salix cinerea L.;;+;119991
T1882_12;Carex acuta L.;;+;88314
T1882_12;Juncus effusus L.;;1;104173
T1882_12;Typha latifolia L.;;3;128077
T1882_13;Myosotis scorpioides L.;;1;109091
T1882_13;Equisetum fluviatile L.;;3;96519
T1882_13;Lycopus europaeus L.;;+;107038
T1882_13;Typha latifolia L.;;2;128077
T1882_13;Sparganium ramosum;;1;124417
T1882_13;Carex riparia Curtis;;+;88833
T1882_13;Mentha aquatica L.;;1;108027
T1882_13;Galium uliginosum L.;;+;99570
T1882_13;Iris pseudacorus L.;;+;103772
T1882_14;Typha latifolia L.;;+;128077
T1882_14;Glyceria altissima;;1;100372
T1882_14;Sium latifolium L.;;1;123960
T1882_14;Equisetum fluviatile L.;;3;96519
T1882_14;Phragmites australis (Cav.) Trin. ex Steudel;;3;113260
T1882_14;Solanum dulcamara L.;;+;124034
T1882_15;Phragmites australis (Cav.) Trin. ex Steudel;;4;113260
T1882_15;Equisetum fluviatile L.;;1;96519
T1882_15;Galium palustre L.;;1;99494
T1882_15;Salix cinerea L.;;+;119991
T1882_15;Carex acuta L.;;+;88314
T1882_15;Rumex hydrolapathum Hudson;;1;771868
T1882_15;Glyceria altissima;;1;100372
T1882_15;Solanum dulcamara L.;;+;124034
T1882_15;Ranunculus repens L.;;+;117201
T1882_15;Equisetum palustre L.;;+;96534
T1882_15;Caltha palustris L.;;+;87540
T1882_15;Galium uliginosum L.;;+;99570
T1882_15;Juncus effusus L.;;+;104173
T1882_15;Carex riparia Curtis;;1;88833
T1882_15;Iris pseudacorus L.;;1;103772
T1882_15;Mentha aquatica L.;;+;108027
T1882_15;Lythrum salicaria L.;;+;107117
T1882_15;Lysimachia vulgaris L.;;+;107090
T1882_16;Carex riparia Curtis;;+;88833
T1882_16;Phragmites australis (Cav.) Trin. ex Steudel;;5;113260
T1882_16;Salix cinerea L.;;+;119991
T1882_16;Carex acutiformis Ehrh.;;+;88318
T1882_16;Equisetum palustre L.;;+;96534
T1882_16;Equisetum fluviatile L.;;+;96519
T1882_16;Glyceria altissima;;+;100372
T1882_17;Equisetum fluviatile L.;;1;96519
T1882_17;Rumex hydrolapathum Hudson;;+;771868
T1882_17;Iris pseudacorus L.;;+;103772
T1882_17;Caltha palustris L.;;+;87540
T1882_17;Sparganium ramosum;;1;124417
T1882_17;Lysimachia vulgaris L.;;+;107090
T1882_17;Phragmites australis (Cav.) Trin. ex Steudel;;4;113260
T1882_18;Solanum dulcamara L.;;+;124034
T1882_18;Glyceria altissima;;+;100372
T1882_18;Iris pseudacorus L.;;1;103772
T1882_18;Carex riparia Curtis;;1;88833
T1882_18;Carex acuta L.;;1;88314
T1882_18;Cirsium arvense (L.) Scop.;;+;91289
T1882_18;Phragmites australis (Cav.) Trin. ex Steudel;;3;113260
T1882_18;Filipendula ulmaria (L.) Maxim.;;1;98717
T1882_18;Calystegia sepium (L.) R. Br.;;+;87560
T1882_19;Carex riparia Curtis;;2;88833
T1882_19;Carex versicaria L.;;1;88942
T1882_19;Scirpus lacustris L.;;+;121735
T1882_19;Scirpus maritimus L.;;+;121746
T1882_19;Ranunculus lingua L.;;+;117096
T1882_19;Phragmites australis (Cav.) Trin. ex Steudel;;4;113260
T1882_19;Mentha aquatica L.;;1;108027
T1882_19;Iris pseudacorus L.;;1;103772
T1882_2;Lemna minor L.;;+;105431
T1882_2;Potamogeton lucens L.;;+;115270
T1882_2;Potamogeton natans L.;;1;115280
T1882_2;Elodea canadensis Michx;;1;95980
T1882_2;Myriophyllum spicatum L.;;+;109150
T1882_2;Equisetum fluviatile L.;;3;96519
T1882_20;Iris pseudacorus L.;;+;103772
T1882_20;Caltha palustris L.;;1;87540
T1882_20;Solanum dulcamara L.;;+;124034
T1882_20;Lysimachia vulgaris L.;;1;107090
T1882_20;Phragmites australis (Cav.) Trin. ex Steudel;;5;113260
T1882_21;Carex versicaria L.;;1;88942
T1882_21;Polygonum hydropiper L.;;+;114745
T1882_21;Iris pseudacorus L.;;2;103772
T1882_21;Mentha aquatica L.;;2;108027
T1882_21;Lythrum salicaria L.;;+;107117
T1882_21;Galium palustre L.;;+;99494
T1882_21;Lycopus europaeus L.;;+;107038
T1882_21;Epilobium hirsutum L.;;+;96180
T1882_21;Cardamine pratensis L.;;1;87964
T1882_21;Caltha palustris L.;;+;87540
T1882_21;Achillea ptarmica L.;;+;79921
T1882_21;Galium uliginosum L.;;+;99570
T1882_21;Filipendula ulmaria (L.) Maxim.;;2;98717
T1882_21;Scirpus silvaticus;;1;121792
T1882_21;Phalaris arundinacea L.;;3;112975
T1882_21;Sparganium ramosum;;2;124417
T1882_22;Filipendula ulmaria (L.) Maxim.;;+;98717
T1882_22;Phalaris arundinacea L.;;3;112975
T1882_22;Calystegia sepium (L.) R. Br.;;1;87560
T1882_22;Phragmites australis (Cav.) Trin. ex Steudel;;2;113260
T1882_22;Carex riparia Curtis;;+;88833
T1882_22;Iris pseudacorus L.;;+;103772
T1882_22;Carex acuta L.;;1;88314
T1882_22;Polygonum hydropiper L.;;1;114745
T1882_22;Caltha palustris L.;;+;87540
T1882_22;Lysimachia vulgaris L.;;+;107090
T1882_23;Solanum dulcamara L.;;+;124034
T1882_23;Glyceria altissima;;1;100372
T1882_23;Poa trivialis L.;;1;114416
T1882_23;Phalaris arundinacea L.;;4;112975
T1882_23;Sparganium ramosum;;1;124417
T1882_23;Carex versicaria L.;;+;88942
T1882_23;Juncus effusus L.;;+;104173
T1882_24;Phalaris arundinacea L.;;4;112975
T1882_24;Rorippa amphibia (L.) Besser;;+;117933
T1882_24;Iris pseudacorus L.;;+;103772
T1882_24;Epilobium hirsutum L.;;+;96180
T1882_24;Polygonum hydropiper L.;;1;114745
T1882_24;Lythrum salicaria L.;;+;107117
T1882_24;Sparganium ramosum;;2;124417
T1882_24;Equisetum fluviatile L.;;+;96519
T1882_24;Typha latifolia L.;;+;128077
T1882_25;Phalaris arundinacea L.;;5;112975
T1882_25;Filipendula ulmaria (L.) Maxim.;;+;98717
T1882_25;Ranunculus repens L.;;+;117201
T1882_25;Calystegia sepium (L.) R. Br.;;+;87560
T1882_25;Polygonum hydropiper L.;;+;114745
T1882_25;Scirpus palustris;;+;121759
T1882_25;Poa trivialis L.;;+;114416
T1882_25;Glyceria altissima;;1;100372
T1882_26;Iris pseudacorus L.;;1;103772
T1882_26;Ranunculus repens L.;;1;117201
T1882_26;Carex acuta L.;;1;88314
T1882_26;Rumex conglomeratus Murray;;+;119471
T1882_26;Carex versicaria L.;;+;88942
T1882_26;Alopecurus pratensis L.;;+;81656
T1882_26;Lysimachia nummularia L.;;+;107073
T1882_26;Galium palustre L.;;2;99494
T1882_26;Lysimachia vulgaris L.;;+;107090
T1882_26;Phalaris arundinacea L.;;4;112975
T1882_26;Carex disticha Hudson;;+;88478
T1882_27;Sparganium ramosum;;+;124417
T1882_27;Solanum dulcamara L.;;1;124034
T1882_27;Epilobium hirsutum L.;;+;96180
T1882_27;Equisetum fluviatile L.;;1;96519
T1882_27;Phalaris arundinacea L.;;5;112975
T1882_27;Filipendula ulmaria (L.) Maxim.;;1;98717
T1882_27;Calystegia sepium (L.) R. Br.;;1;87560
T1882_28;Phalaris arundinacea L.;;4;112975
T1882_28;Galium palustre L.;;2;99494
T1882_28;Iris pseudacorus L.;;+;103772
T1882_28;Sparganium ramosum;;+;124417
T1882_28;Polygonum hydropiper L.;;2;114745
T1882_28;Glyceria altissima;;1;100372
T1882_28;Calystegia sepium (L.) R. Br.;;2;87560
T1882_28;Lythrum salicaria L.;;1;107117
T1882_3;Ranunculus aquatilis L.;;+;116928
T1882_3;Potamogeton natans L.;;+;115280
T1882_3;Ranunculus confusus;;+;116987
T1882_3;Equisetum fluviatile L.;;4;96519
T1882_3;Lemna minor L.;;1;105431
T1882_3;Lemna trisulca L.;;2;105441
T1882_3;Elodea canadensis Michx;;1;95980
T1882_4;Typha latifolia L.;;+;128077
T1882_4;Lemna trisulca L.;;1;105441
T1882_4;Solanum dulcamara L.;;+;124034
T1882_4;Sparganium ramosum;;4;124417
T1882_4;Rumex hydrolapathum Hudson;;+;771868
T1882_4;Scirpus lacustris L.;;+;121735
T1882_4;Hydrocharis morsus Ranae;;2;103120
T1882_4;Carex riparia Curtis;;+;88833
T1882_5;Rorippa amphibia (L.) Besser;;+;117933
T1882_5;Scirpus lacustris L.;;3;121735
T1882_5;Butomus umbellatus L.;;1;87136
T1882_5;Polygonum hydropiper L.;;+;114745
T1882_5;Iris pseudacorus L.;;+;103772
T1882_5;Lemna minor L.;;+;105431
T1882_5;Myosotis scorpioides L.;;+;109091
T1882_5;Sagittaria sagittifolia L.;;+;119860
T1882_5;Carex riparia Curtis;;+;88833
T1882_5;Hydrocharis morsus Ranae;;+;103120
T1882_5;Equisetum fluviatile L.;;1;96519
T1882_5;Glyceria altissima;;+;100372
T1882_5;Sparganium ramosum;;2;124417
T1882_6;Glyceria altissima;;+;100372
T1882_6;Rorippa amphibia (L.) Besser;;+;117933
T1882_6;Potamogeton lucens L.;;+;115270
T1882_6;Scirpus lacustris L.;;4;121735
T1882_6;Sagittaria sagittifolia L.;;+;119860
T1882_6;Nuphar luteum;;+;109732
T1882_7;Scirpus lacustris L.;;4;121735
T1882_7;Nuphar luteum;;+;109732
T1882_7;Glyceria altissima;;+;100372
T1882_7;Sparganium ramosum;;1;124417
T1882_7;Solanum dulcamara L.;;+;124034
T1882_7;Rorippa amphibia (L.) Besser;;+;117933
T1882_7;Butomus umbellatus L.;;+;87136
T1882_7;Polygonum hydropiper L.;;1;114745
T1882_7;Sagittaria sagittifolia L.;;+;119860
T1882_7;Myosotis scorpioides L.;;+;109091
T1882_8;Sium latifolium L.;;+;123960
T1882_8;Rumex hydrolapathum Hudson;;+;771868
T1882_8;Lemna minor L.;;1;105431
T1882_8;Typha angustifolia L.;;3;128062
T1882_8;Lemna trisulca L.;;+;105441
T1882_8;Equisetum fluviatile L.;;1;96519
T1882_8;Glyceria altissima;;+;100372
T1882_8;Phragmites australis (Cav.) Trin. ex Steudel;;1;113260
T1882_9;Nuphar luteum;;+;109732
T1882_9;Phragmites australis (Cav.) Trin. ex Steudel;;+;113260
T1882_9;Hydrocharis morsus Ranae;;2;103120
T1882_9;Lemna minor L.;;1;105431
T1882_9;Lemna trisulca L.;;2;105441
T1882_9;Myriophyllum spicatum L.;;+;109150
T1882_9;Typha angustifolia L.;;4;128062
T1883_1;Carex acuta L.;;2;88314
T1883_1;Solanum dulcamara L.;;1;124034
T1883_1;Salix cinerea L.;;1;119991
T1883_1;Alnus glutinosa (L.) Gaertner;;+;81569
T1883_1;Galium palustre L.;;1;99494
T1883_1;Carex versicaria L.;;4;88942
T1883_1;Juncus effusus L.;;1;104173
T1883_1;Rumex sanguineus L.;;+;119585
T1883_1;Lythrum salicaria L.;;+;107117
T1883_1;Scirpus silvaticus;;1;121792
T1883_1;Rumex hydrolapathum Hudson;;1;771868
T1883_1;Carex elongata L.;;1;88493
T1883_1;Lycopus europaeus L.;;+;107038
T1883_1;Stellaria uliginosa;;+;125044
T1883_1;Scrophularia aquatica;;+;197537
T1883_1;Impatiens noli Tangere;;1;103553
T1883_1;Equisetum fluviatile L.;;+;96519
T1883_1;Cardamine amara L.;;1;87892
T1883_1;Lysimachia vulgaris L.;;1;107090
T1883_2;Carex acuta L.;;1;88314
T1883_2;Menyanthes trifoliata L.;;2;108345
T1883_2;Galium palustre L.;;+;99494
T1883_2;Filipendula ulmaria (L.) Maxim.;;+;98717
T1883_2;Equisetum fluviatile L.;;1;96519
T1883_2;Carex versicaria L.;;1;88942
T1883_2;Lysimachia vulgaris L.;;+;107090
T1883_2;Lythrum salicaria L.;;+;107117
T1883_2;Glyceria fluitans (L.) R. Br.;;+;100387
T1883_2;Carex riparia Curtis;;1;88833
T1883_2;Iris pseudacorus L.;;+;103772
T1883_2;Carex pseudocyperus L.;;1;88794
T1883_2;Rumex hydrolapathum Hudson;;+;771868
T1883_2;Carex rostrata Stokes;;3;88840
T1884_1;Sparganium ramosum;;+;124417
T1884_1;Glyceria altissima;;3;100372
T1884_1;Lemna trisulca L.;;1;105441
T1884_1;Acorus calamus L.;;3;80086
T1884_1;Typha latifolia L.;;+;128077
T1884_1;Butomus umbellatus L.;;+;87136
T1884_1;Carex versicaria L.;;1;88942
T1884_1;Sium latifolium L.;;+;123960
T1884_1;Hydrocharis morsus Ranae;;1;103120
T1884_10;Oenanthe fistulosa L.;;1;109869
T1884_10;Alisma plantago-aquatica L.;;1;81272
T1884_10;Glyceria altissima;;3;100372
T1884_10;Equisetum fluviatile L.;;3;96519
T1884_10;Galium palustre L.;;+;99494
T1884_10;Myosotis scorpioides L.;;+;109091
T1884_10;Lythrum salicaria L.;;1;107117
T1884_11;Polygonum amphibium L.;;+;114641
T1884_11;Equisetum fluviatile L.;;3;96519
T1884_11;Oenanthe phellandrium;;+;109892
T1884_11;Scirpus palustris;;1;121759
T1884_11;Carex versicaria L.;;1;88942
T1884_11;Oenanthe fistulosa L.;;1;109869
T1884_11;Glyceria altissima;;3;100372
T1884_11;Carex acuta L.;;1;88314
T1884_11;Rumex hydrolapathum Hudson;;+;771868
T1884_11;Glyceria fluitans (L.) R. Br.;;1;100387
T1884_11;Galium palustre L.;;+;99494
T1884_12;Phalaris arundinacea L.;;+;112975
T1884_12;Stachys palustris L.;;+;124798
T1884_12;Ranunculus repens L.;;+;117201
T1884_12;Glyceria altissima;;5;100372
T1884_12;Glyceria fluitans (L.) R. Br.;;1;100387
T1884_12;Carex riparia Curtis;;+;88833
T1884_12;Alopecurus geniculatus L.;;+;81637
T1884_12;Carex versicaria L.;;+;88942
T1884_12;Polygonum amphibium L.;;1;114641
T1884_13;Hydrocharis morsus Ranae;;+;103120
T1884_13;Glyceria altissima;;4;100372
T1884_13;Iris pseudacorus L.;;+;103772
T1884_13;Lemna minor L.;;+;105431
T1884_13;Carex acuta L.;;+;88314
T1884_13;Equisetum fluviatile L.;;1;96519
T1884_13;Filipendula ulmaria (L.) Maxim.;;+;98717
T1884_13;Polygonum amphibium L.;;+;114641
T1884_13;Rumex hydrolapathum Hudson;;+;771868
T1884_13;Carex riparia Curtis;;+;88833
T1884_14;Rumex hydrolapathum Hudson;;+;771868
T1884_14;Solanum dulcamara L.;;+;124034
T1884_14;Sparganium ramosum;;+;124417
T1884_14;Glyceria altissima;;5;100372
T1884_14;Equisetum fluviatile L.;;1;96519
T1884_15;Carex riparia Curtis;;1;88833
T1884_15;Rumex hydrolapathum Hudson;;1;771868
T1884_15;Solanum dulcamara L.;;+;124034
T1884_15;Iris pseudacorus L.;;1;103772
T1884_15;Glyceria altissima;;4;100372
T1884_15;Caltha palustris L.;;+;87540
T1884_15;Lemna minor L.;;+;105431
T1884_16;Polygonum amphibium L.;;+;114641
T1884_16;Glyceria altissima;;5;100372
T1884_16;Iris pseudacorus L.;;1;103772
T1884_16;Caltha palustris L.;;+;87540
T1884_16;Glyceria fluitans (L.) R. Br.;;+;100387
T1884_16;Valeriana officinalis L.;;+;128419
T1884_16;Rumex hydrolapathum Hudson;;+;771868
T1884_17;Rumex hydrolapathum Hudson;;1;771868
T1884_17;Solanum dulcamara L.;;1;124034
T1884_17;Glyceria altissima;;5;100372
T1884_17;Equisetum fluviatile L.;;+;96519
T1884_17;Alisma plantago-aquatica L.;;1;81272
T1884_17;Lemna minor L.;;+;105431
T1884_17;Juncus effusus L.;;+;104173
